epoch,learning_rate,cyclic_offset,used_train_targets,train_total,train_prediction,train_cecl_specific,train_cecl_universal,validation_mae,validation_mse,elapsed_seconds,halr_category_weight_0,halr_cluster_weight_0_0,halr_cluster_weight_0_1,halr_cluster_weight_0_2,halr_cluster_weight_0_3,halr_category_weight_1,halr_cluster_weight_1_0,halr_cluster_weight_1_1,halr_cluster_weight_1_2,halr_cluster_weight_1_3,halr_category_weight_2,halr_cluster_weight_2_0,halr_cluster_weight_2_1,halr_cluster_weight_2_2,halr_cluster_weight_2_3
11,0.0090546341221559,3,96,0.2783746818701426,0.3477712372938792,3.973642748178463e-08,0.0007883507059887,,,17.37289650493767,0.3505299389362335,0.237056702375412,0.213589072227478,0.2933285534381866,0.2560256421566009,0.3149672448635101,0.2454730421304702,0.2426963597536087,0.2667262554168701,0.2451043277978897,0.3345028460025787,0.2467696368694305,0.2643711566925049,0.2532663941383362,0.2355928122997284
12,0.0088640405517401,4,96,0.2724658946196238,0.3403416872024536,0.0,0.0009626724446813,,,16.363731228979304,0.3188495337963104,0.3004118204116821,0.2886545956134796,0.1475449502468109,0.2633886039257049,0.3507262766361236,0.2463560551404953,0.2611452341079712,0.2167542278766632,0.2757444977760315,0.3304241597652435,0.2428096085786819,0.2359919995069503,0.2920738160610199,0.2291245758533477
13,0.0086583947057359,5,96,0.2780681153138478,0.3472638130187988,0.0,0.0012852417227501,,,15.378136462997643,0.3428765535354614,0.2243165373802185,0.3113671839237213,0.2353742569684982,0.2289420962333679,0.3194640874862671,0.2986779510974884,0.2362773716449737,0.2579345405101776,0.2071101814508438,0.3376593887805938,0.2645861804485321,0.2496548444032669,0.2093914747238159,0.2763674855232239
14,0.008438508174347,6,96,0.292109876871109,0.3648645083109538,0.0,0.0010913463387017,,,14.988175473059528,0.3269575238227844,0.2414101511240005,0.1938841193914413,0.282798558473587,0.2819072008132934,0.3360476791858673,0.2218008041381836,0.2607344388961792,0.2487316578626632,0.2687331140041351,0.3369947969913482,0.2547655999660492,0.2234663516283035,0.2453501522541046,0.2764178812503814
15,0.008205248749256,0,97,0.3176606386592707,0.396830619610462,0.0,0.0009807681397189,0.3393566643501913,0.394132900301889,17.431408638949506,0.3608413338661194,0.2998059093952179,0.2358472198247909,0.2410736232995987,0.2232732027769088,0.3163047730922699,0.2447310984134674,0.2688637375831604,0.2481907308101654,0.2382144480943679,0.3228538632392883,0.2444769740104675,0.2862320840358734,0.2528934776782989,0.2163974344730377
16,0.0079595369988477,1,97,0.2977785216164343,0.3719909031366564,0.0,0.00092901319527,,,16.13160870305728,0.3176924884319305,0.2064455151557922,0.3210842907428741,0.2382300645112991,0.2342400997877121,0.324040412902832,0.2674220204353332,0.2292061895132064,0.2552133798599243,0.2481584548950195,0.3582670986652374,0.2233455777168274,0.2708299458026886,0.2687571048736572,0.2370674014091491
17,0.007702342635146,2,97,0.2816960541243405,0.3518856118634804,0.0,0.0009377892483169,,,17.131774152047,0.3156384229660034,0.2201205641031265,0.207659438252449,0.348189502954483,0.2240305244922638,0.3565008044242859,0.2435468286275863,0.2490653693675995,0.238744243979454,0.2686435878276825,0.3278607428073883,0.264178603887558,0.2317792177200317,0.2327453643083572,0.2712967991828918
18,0.0074346806868034,3,96,0.2701560159524281,0.3375175793965657,0.0,0.0007096648526688,,,16.351916581043042,0.355543851852417,0.248033121228218,0.2118816375732422,0.2914517223834991,0.2486335337162017,0.3127623498439789,0.2372936755418777,0.2432290762662887,0.2638022303581238,0.2556749880313873,0.3316938281059265,0.2383589297533035,0.2740817964076996,0.2500921189785003,0.2374671846628189
19,0.0071576074932471,4,96,0.2728246847788493,0.3408802549044291,0.0,0.0006022885014923,,,15.11458820803091,0.3107563853263855,0.2834919989109039,0.2932998836040497,0.1524308025836944,0.2707772850990295,0.3649995326995849,0.2485779374837875,0.2589854896068573,0.2281140983104705,0.2643224596977234,0.3242441415786743,0.2419349551200866,0.2224642038345337,0.3025653064250946,0.233035534620285
20,0.0068722165357891,5,96,0.2767391800880432,0.3457529346148173,0.0,0.0006841593033944,0.3258208449157102,0.3895840992647059,16.613945098011754,0.3406536877155304,0.2266271859407425,0.3165599405765533,0.2259214371442794,0.2308914214372635,0.3141599893569946,0.2931774258613586,0.2467945516109466,0.2480045557022094,0.2120234966278076,0.3451863527297973,0.2606072723865509,0.2824369072914123,0.1973614692687988,0.2595943510532379
21,0.0065796341221559,6,96,0.2867840627829234,0.3583315809567769,0.0,0.0005939622254421,,,15.282710745930672,0.3311432600021362,0.242713451385498,0.1912153661251068,0.2905558347702026,0.2755152881145477,0.3428437411785126,0.2223479449748993,0.2468430399894714,0.2626004815101623,0.2682085037231445,0.3260129988193512,0.256594568490982,0.2011151760816574,0.2532447576522827,0.2890454828739166
22,0.006281014941466,0,97,0.3064215622611881,0.3829190399228912,0.0,0.0004316520611347,,,15.993993654032238,0.3629710078239441,0.2963893115520477,0.2350343465805053,0.2450430244207382,0.2235333770513534,0.3151163756847381,0.2427407354116439,0.2750546038150787,0.2484883219003677,0.2337162941694259,0.3219125866889953,0.2427758127450943,0.2883703708648681,0.2545224130153656,0.2143314480781555
23,0.0059775375071993,1,97,0.296946186380288,0.3711047329239009,0.0,0.000312056816087,,,15.789125686045736,0.3151905238628387,0.2095806747674942,0.3153270781040191,0.2324433624744415,0.2426488399505615,0.331930935382843,0.2672238647937774,0.2226531058549881,0.2531059682369232,0.25701704621315,0.3528785705566406,0.2333935797214508,0.2491541504859924,0.2697161436080932,0.2477361112833023
24,0.0056703995061433,2,97,0.2774166440226368,0.3467050157871443,0.0,0.0002631674866916,,,15.329613585025072,0.3166678249835968,0.2109651714563369,0.2077701985836029,0.3668365776538849,0.2144280523061752,0.3497942388057709,0.2436596453189849,0.256024420261383,0.2338013350963592,0.2665145993232727,0.3335379064083099,0.2663590013980865,0.2401657253503799,0.2308210134506225,0.2626542150974273
25,0.00536081307167,3,96,0.2697100838025411,0.337073544661204,0.0,0.0002562935502889,0.3212965163199426,0.3848955904770444,17.564948486047797,0.3568131923675537,0.2451820373535156,0.2103346437215805,0.296150654554367,0.2483326643705368,0.3198467195034027,0.239103615283966,0.2431811839342117,0.2641507089138031,0.2535645067691803,0.3233400285243988,0.2361534684896469,0.2594845294952392,0.259870320558548,0.244491696357727
26,0.0050499999999999,4,96,0.266304870446523,0.3328208327293396,0.0,0.0002409855951555,,,16.145781974075362,0.3112537264823913,0.2948179543018341,0.2899920642375946,0.1474080979824066,0.2677819430828094,0.3569902181625366,0.2470947206020355,0.2569600045681,0.229695051908493,0.2662502527236938,0.3317560255527496,0.2397528290748596,0.2376408278942108,0.2948488891124725,0.2277574390172958
27,0.0047391869283298,5,96,0.2712118724981944,0.3389526804288228,0.0,0.0002486792897495,,,15.386976813082583,0.3456200659275055,0.2260324656963348,0.3211341202259063,0.2230740785598755,0.2297593504190445,0.3221887648105621,0.2926108241081238,0.244513139128685,0.2565975189208984,0.2062784880399704,0.33219113945961,0.2726112604141235,0.2450086027383804,0.2067769169807434,0.2756032049655914
28,0.0044296004938566,6,96,0.2843188842137654,0.3553392887115478,0.0,0.0002371982845943,,,15.425461901002564,0.3259115815162658,0.2404969632625579,0.1896923035383224,0.298001766204834,0.271808922290802,0.3368386328220367,0.2197261899709701,0.2542518973350525,0.2515846192836761,0.2744373083114624,0.3372498452663421,0.2460218369960785,0.2279530614614486,0.2513507902622223,0.2746743559837341
29,0.0041224624928006,0,97,0.3077961811699818,0.3846819837068774,0.0,0.0002530005030794,,,16.3439765550429,0.3676648139953613,0.2992012500762939,0.2328834682703018,0.2430940270423889,0.2248212248086929,0.3176817297935486,0.2447902113199234,0.2657177746295929,0.2539356052875519,0.235556423664093,0.3146535158157348,0.248398408293724,0.2733395099639892,0.2571505010128021,0.2211116254329681
30,0.0038189850585339,1,97,0.2915052356793708,0.3643018320663688,0.0,0.0003187623047197,0.3351445368543759,0.375242043654352,18.14853804698214,0.3076632916927337,0.2092716544866562,0.3147655725479126,0.2344902157783508,0.2414725422859192,0.325652152299881,0.2687471807003021,0.2290836423635482,0.2561849951744079,0.2459841668605804,0.3666845560073852,0.2382617592811584,0.2629878520965576,0.2583973705768585,0.2403530180454254
31,0.003520365877844,2,97,0.2756077714802064,0.3444238443350054,0.0,0.0003433951771381,,,16.238797539961524,0.3244338035583496,0.2125104963779449,0.2047379463911056,0.3663728535175323,0.2163786888122558,0.3568868339061737,0.2419023215770721,0.2504310607910156,0.2320218533277511,0.2756447494029999,0.3186793029308319,0.2516885101795196,0.2365182936191558,0.2397528737783432,0.2720403373241424
32,0.0032277834642108,3,96,0.2635431289672851,0.3293371597925822,0.0,0.0003669645908909,,,15.73245215404313,0.3573412895202636,0.2470555752515792,0.2127111703157425,0.2896263301372528,0.250606894493103,0.3164860606193542,0.2401982694864273,0.2407099306583404,0.268574059009552,0.2505177557468414,0.3261726200580597,0.2452855259180069,0.2585991322994232,0.2558996081352234,0.24021577835083
33,0.0029423925067528,4,96,0.2662802437941233,0.3327468832333882,0.0,0.0004136762484752,,,15.727104516001418,0.3086500167846679,0.291001409292221,0.2894497513771057,0.1521531343460083,0.2673957645893097,0.3576486706733703,0.2435279786586761,0.2611867487430572,0.2285223752260208,0.2667629420757293,0.333701342344284,0.2434299737215042,0.232754573225975,0.2921329736709595,0.2316824495792389
34,0.0026653193131965,5,96,0.2707654237747192,0.3383387525876363,0.0,0.0004720364813692,,,16.07893216307275,0.3443042635917663,0.2243202626705169,0.3189962208271026,0.2267779409885406,0.2299055308103561,0.3229292631149292,0.3008105456829071,0.237484335899353,0.2506361007690429,0.2110690027475357,0.3327665030956268,0.2651775777339935,0.2543265521526336,0.2072575092315673,0.2732383906841278
35,0.0023976573648539,6,96,0.2824546893437703,0.3529662887255351,0.0,0.0004082876548636,0.328848506247011,0.3736856150615734,17.319437333964743,0.3283753097057342,0.2421338111162185,0.1903223842382431,0.2939517199993133,0.2735921144485473,0.3344099521636963,0.2200165390968322,0.2576090097427368,0.2498135566711425,0.2725608646869659,0.3372147381305694,0.2534911334514618,0.2242877036333084,0.247956246137619,0.2742649018764496
36,0.0021404630011522,0,97,0.3036622193056283,0.3794891195198924,0.0,0.0003545134716556,,,15.955023062997498,0.367326021194458,0.2995005846023559,0.2328223139047622,0.2439453899860382,0.2237317562103271,0.313665896654129,0.2431007027626037,0.2707942724227905,0.2542595565319061,0.2318455278873443,0.3190081417560577,0.2403960973024368,0.2829783260822296,0.2572754621505737,0.219350129365921
37,0.0018947512507439,1,97,0.2895115411158689,0.3617967152103935,0.0,0.0003707699139228,,,16.14384081598837,0.3123477697372436,0.2078094184398651,0.3169710338115692,0.2361600250005722,0.2390595525503158,0.3286656737327575,0.2670033276081085,0.2267809510231018,0.2533926963806152,0.2528230249881744,0.3589865863323211,0.2334736585617065,0.2626560628414154,0.2629374861717224,0.2409327924251556
38,0.0016614918256529,2,97,0.2754074156898813,0.3441799977391036,0.0,0.0003170427376015,,,15.460056990967132,0.3159642517566681,0.2132771164178848,0.2068689167499542,0.3609601855278015,0.218893751502037,0.3589410185813904,0.242115244269371,0.255862832069397,0.2347315847873687,0.2672903835773468,0.3250947892665863,0.2635155916213989,0.2306613475084304,0.2363627254962921,0.2694603502750397
39,0.001441605294264,3,96,0.2624821563561757,0.3280341029167175,0.0,0.0002743423586556,,,16.60713353101164,0.3581159710884094,0.2473616153001785,0.2128340005874633,0.2900040447711944,0.2498003095388412,0.3143269121646881,0.2373629808425903,0.2415807247161865,0.2711348831653595,0.2499213814735412,0.3275571465492248,0.2418407052755355,0.2649716734886169,0.2531748414039612,0.2400127500295639
40,0.0012359594482598,4,96,0.2632447481155395,0.3289916316668193,0.0,0.0002571807611578,0.3169149872220229,0.3874267694882831,17.235608236049302,0.3135316371917724,0.2929647266864776,0.2877186238765716,0.1516063809394836,0.2677102386951446,0.3562759160995483,0.2490220516920089,0.2568274736404419,0.2266683280467987,0.2674821615219116,0.330192506313324,0.2439028173685073,0.2287732511758804,0.2952305972576141,0.232093334197998
41,0.001045365877844,5,96,0.2699991663297017,0.337429533402125,0.0,0.0002777587797027,,,15.531722816056572,0.3412032425403595,0.2234165519475937,0.3203620910644531,0.2262976765632629,0.2299236953258514,0.3223991692066192,0.2985250055789947,0.2368794679641723,0.2527569234371185,0.2118385732173919,0.3363976180553436,0.2654658257961273,0.2562400102615356,0.2065406143665313,0.2717535495758056
42,0.000870576768765,6,96,0.2850053012371063,0.3561907609303792,0.0,0.0002634044794831,,,15.950520599028096,0.3255888223648071,0.2431336641311645,0.1902854740619659,0.2917447090148926,0.2748361527919769,0.3378999531269073,0.2177494913339615,0.2597181499004364,0.2477545738220214,0.274777740240097,0.3365112543106079,0.2515610754489898,0.2234432846307754,0.2487237304449081,0.2762718796730041
43,0.0007122819337828,0,97,0.3068610663266526,0.3835110873291173,0.0,0.0002609284796581,,,15.89883730292786,0.3650031685829162,0.3009271919727325,0.2324856221675872,0.2427787780761718,0.2238084226846695,0.3157601952552795,0.2412910312414169,0.2689228653907776,0.2572730183601379,0.2325131297111511,0.3192365765571594,0.2376991808414459,0.2902331352233886,0.2547248005867004,0.2173428982496261
44,0.0005711060902932,1,97,0.2873531622984974,0.3591127881069773,0.0,0.0003146550584507,,,16.08608761499636,0.3134613037109375,0.2074687629938125,0.3155975043773651,0.2370703220367431,0.2398634403944015,0.327786237001419,0.2696523070335388,0.2266517579555511,0.2554077208042145,0.2482881993055343,0.3587524890899658,0.2358472198247909,0.2612567842006683,0.2634438276290893,0.2394521534442901
45,0.0004476063948531,2,97,0.2715036239206176,0.3392991220828184,0.0,0.0003215970232069,0.3275513454238403,0.3718199556880679,17.151585469953716,0.320593386888504,0.2122577130794525,0.2088718116283416,0.3614096045494079,0.217460885643959,0.3558195829391479,0.241787314414978,0.2559652626514435,0.2343379557132721,0.2679094672203064,0.3235870599746704,0.2614200711250305,0.230242908000946,0.2382617890834808,0.270075261592865
46,0.0003422702443389,3,96,0.2637962500254313,0.3296721080938975,0.0,0.0002928277826867,,,16.23281784891151,0.357700765132904,0.2478719353675842,0.2122629284858703,0.2904681861400604,0.2493969202041626,0.3110698759555816,0.2398790270090103,0.24428391456604,0.2648570835590362,0.2509799897670746,0.331229418516159,0.2417659014463424,0.2645751237869262,0.2518576681613922,0.2418012917041778
47,0.0002555133524132,4,96,0.263122409582138,0.3288310766220093,0.0,0.0002877825657681,,,16.254116067895666,0.3089349865913391,0.2948307394981384,0.2850048243999481,0.1498080193996429,0.2703563868999481,0.363090842962265,0.2458445131778717,0.2526362538337707,0.2323972731828689,0.269121915102005,0.3279741108417511,0.2420743703842163,0.233462318778038,0.2934476435184479,0.2310156375169754
48,0.0001876781088929,5,96,0.2687982122103373,0.3359222809473673,0.0,0.0003018716427808,,,15.428472570027225,0.3457044064998626,0.2235463857650756,0.3201224207878113,0.2287368178367614,0.2275943756103515,0.3198185265064239,0.29649817943573,0.2401156425476074,0.2519057989120483,0.2114804238080978,0.3344770669937134,0.2668949067592621,0.250805914402008,0.2082493156194687,0.2740498483181
49,0.0001390322284933,6,96,0.2831633786360423,0.3538827498753865,0.0,0.0002859157102648,,,15.513544738991186,0.3263656198978424,0.2407404035329818,0.1907040625810623,0.2941332459449768,0.2744222581386566,0.3350801765918731,0.2184051722288131,0.2589905858039856,0.2497244328260421,0.2728797793388366,0.3385542035102844,0.2511520385742187,0.2277544736862182,0.2477504163980484,0.2733430862426758
50,0.00010976769428,0,97,0.300566663754355,0.3756387590133038,0.0,0.0002783001988607,0.3260166898314203,0.3721475221186035,17.579655481968075,0.3650848269462585,0.2997725307941437,0.2326910197734832,0.2424243986606598,0.2251119762659073,0.3159302473068237,0.2462198734283447,0.2668998539447784,0.2513825297355652,0.235497772693634,0.3189849555492401,0.2420736104249954,0.2821153402328491,0.2562541365623474,0.219556912779808
