model,model_label,frame_index,forecast_date,q,q_eff,selected_cells,hit_count,hit_rate,miss_rate,area_coverage,hotspot_density_per_km2,pai,gain,lift,pei_star,oracle_hit_count,iou_jaccard,dice,centroid_distance_m
etas_ref,Reference ETAS,71,2022-09-21,0.02,0.02000808052418009,1139,52.0,0.23636363636363636,0.7636363636363637,0.02000808052418009,2.029070334601502,11.813408891372017,0.23636363636363636,11.813408891372017,0.23636363636363636,220.0,0.022900763358778626,0.04477611940298507,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.03,0.030003337607813516,1708,65.0,0.29545454545454547,0.7045454545454546,0.030003337607813516,1.6913869372885766,9.847389291036832,0.29545454545454547,9.847389291036832,0.29545454545454547,220.0,0.027059530968129887,0.05269320843091335,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.04,0.04001616104836018,2278,71.0,0.32272727272727275,0.6772727272727272,0.04001616104836018,1.3852307091991025,8.06492337776359,0.32272727272727275,8.06492337776359,0.32272727272727275,220.0,0.025433265811388703,0.04960491659350307,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.05,0.050011418131993605,2847,79.0,0.35909090909090907,0.6409090909090909,0.050011418131993605,1.2332669866916441,7.180178497301784,0.35909090909090907,7.180178497301784,0.35909090909090907,220.0,0.025022502250225023,0.048823322795925536,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.06,0.06000667521562703,3416,92.0,0.41818181818181815,0.5818181818181818,0.06000667521562703,1.1969815248503772,6.968921652118373,0.41818181818181815,6.968921652118373,0.41818181818181815,220.0,0.028296207104154123,0.05503512880562061,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.07,0.07000193229926045,3985,100.0,0.45454545454545453,0.5454545454545454,0.07000193229926045,1.1152934615920815,6.493327249914452,0.45454545454545453,6.493327249914452,0.45454545454545453,220.0,0.03291861067910835,0.06373902132998745,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.08,0.08001475573980713,4555,105.0,0.4772727272727273,0.5227272727272727,0.08001475573980713,1.0245151847786316,5.964808901307255,0.4772727272727273,5.964808901307255,0.4772727272727273,220.0,0.03416959927347032,0.06608122941822174,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.09,0.09001001282344055,5124,112.0,0.509090909090909,0.49090909090909096,0.09001001282344055,0.9714632665452337,5.655936413313461,0.509090909090909,5.655936413313461,0.509090909090909,220.0,0.04432895139101192,0.08489461358313817,176.93469606132086
etas_ref,Reference ETAS,71,2022-09-21,0.1,0.10000526990707397,5693,119.0,0.5409090909090909,0.4590909090909091,0.10000526990707397,0.929016140679587,5.408805870047746,0.5409090909090909,5.408805870047746,0.5409090909090909,220.0,0.04940092165898618,0.09415071139996486,176.93469606132086
etas_ref,Reference ETAS,72,2022-10-05,0.01,0.010012823440546666,570,31.0,0.15816326530612246,0.8418367346938775,0.010012823440546666,2.417153996101365,15.796070533476549,0.15816326530612246,15.796070533476549,0.15816326530612246,196.0,0.02702702702702703,0.05263157894736842,1804.12743086307
