model,model_label,frame_index,forecast_date,predicted_events,actual_events,cumulative_predicted_events,cumulative_actual_events,cumulative_error
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,170.36953735351562,158.0,170.36953735351562,158.0,12.369537353515625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,166.93264770507812,173.0,337.30218505859375,331.0,6.30218505859375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,2,2020-01-29,168.2333526611328,179.0,505.5355224609375,510.0,-4.4644775390625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,3,2020-02-12,170.17990112304688,159.0,675.7154541015625,669.0,6.7154541015625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,4,2020-02-26,167.52423095703125,168.0,843.2396850585938,837.0,6.23968505859375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,5,2020-03-11,166.3023681640625,169.0,1009.5420532226562,1006.0,3.54205322265625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,6,2020-03-25,163.04197692871094,167.0,1172.583984375,1173.0,-0.416015625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,7,2020-04-08,164.11248779296875,149.0,1336.696533203125,1322.0,14.696533203125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,8,2020-04-22,168.0067138671875,165.0,1504.7032470703125,1487.0,17.7032470703125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,9,2020-05-06,170.5304412841797,164.0,1675.233642578125,1651.0,24.233642578125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,10,2020-05-20,171.29766845703125,189.0,1846.53125,1840.0,6.53125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,11,2020-06-03,172.03762817382812,155.0,2018.56884765625,1995.0,23.56884765625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,12,2020-06-17,173.28549194335938,205.0,2191.854248046875,2200.0,-8.145751953125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,13,2020-07-01,176.87319946289062,211.0,2368.7275390625,2411.0,-42.2724609375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,14,2020-07-15,177.50808715820312,177.0,2546.235595703125,2588.0,-41.764404296875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,15,2020-07-29,175.0814971923828,161.0,2721.317138671875,2749.0,-27.682861328125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,16,2020-08-12,170.9854736328125,155.0,2892.302734375,2904.0,-11.697265625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,17,2020-08-26,164.67190551757812,167.0,3056.974609375,3071.0,-14.025390625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,18,2020-09-09,164.03021240234375,143.0,3221.0048828125,3214.0,7.0048828125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,19,2020-09-23,161.8973846435547,151.0,3382.90234375,3365.0,17.90234375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,20,2020-10-07,161.98504638671875,151.0,3544.887451171875,3516.0,28.887451171875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,21,2020-10-21,164.91009521484375,174.0,3709.797607421875,3690.0,19.797607421875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,22,2020-11-04,168.6353759765625,165.0,3878.43310546875,3855.0,23.43310546875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,23,2020-11-18,169.7908935546875,190.0,4048.22412109375,4045.0,3.22412109375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,24,2020-12-02,169.96018981933594,191.0,4218.18408203125,4236.0,-17.81591796875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,25,2020-12-16,171.24444580078125,166.0,4389.4287109375,4402.0,-12.5712890625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,26,2020-12-30,171.87893676757812,166.0,4561.3076171875,4568.0,-6.6923828125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,27,2021-01-13,173.56161499023438,170.0,4734.869140625,4738.0,-3.130859375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,28,2021-01-27,175.798095703125,145.0,4910.6669921875,4883.0,27.6669921875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,29,2021-02-10,176.21315002441406,186.0,5086.88037109375,5069.0,17.88037109375
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,30,2021-02-24,176.9252471923828,175.0,5263.8056640625,5244.0,19.8056640625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,31,2021-03-10,176.71192932128906,176.0,5440.517578125,5420.0,20.517578125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,32,2021-03-24,172.99029541015625,154.0,5613.5078125,5574.0,39.5078125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,33,2021-04-07,167.60491943359375,142.0,5781.11279296875,5716.0,65.11279296875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,34,2021-04-21,167.17227172851562,166.0,5948.28515625,5882.0,66.28515625
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,35,2021-05-05,169.40281677246094,171.0,6117.68798828125,6053.0,64.68798828125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,36,2021-05-19,170.15512084960938,154.0,6287.84326171875,6207.0,80.84326171875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,37,2021-06-02,170.2313995361328,145.0,6458.07470703125,6352.0,106.07470703125
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,38,2021-06-16,168.57435607910156,162.0,6626.64892578125,6514.0,112.64892578125
