model,model_label,frame_index,forecast_date,mae,rmse,poisson_deviance,rmsle,mase,r2,pearson,spearman,residual_morans_i,brier_score,log_loss,probability_oe_ratio,count_oe_ratio,roc_auc,pr_auc_average_precision,poisson_log_likelihood,poisson_log_likelihood_per_event,centroid_distance_m,predicted_events,actual_events
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.00566254484613784,0.05296747192157974,0.02896329023219433,0.03651810696547686,1.0216282598074091,0.011449222025481487,0.11145328815417674,0.06370000739902795,-0.001032687771063003,0.0027004335997473827,0.017024433819401667,0.9257769960674525,0.9273958773443095,0.8517512326851603,0.026784035763025,-981.0103171629435,-6.208926057993313,1285.8550470225289,170.36953027271238,158.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.005849940642105953,0.057308825250664074,0.029952188160895826,0.03825561841965371,1.0078205701660832,0.0184215328227465,0.13600556972438949,0.06577415066253291,-0.0012346150050960322,0.002857873393903582,0.01740796419489793,1.005043508996213,1.0363460931601414,0.8521155498122227,0.03758748230927655,-1020.4565113824258,-5.898592551343501,591.1078697799736,166.93265033929856,173.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,2,2020-01-29,0.005986016764732342,0.05595115844699694,0.03205688167321226,0.03872740957162957,1.013007221573281,0.01233312334159875,0.11294250643526021,0.06719236934549179,0.0007719237749313263,0.003077532239951268,0.019039774813836983,1.0696318679569097,1.0639983115043796,0.847419030895164,0.027028675155504472,-1090.7579043249173,-6.093619577234175,1503.424419101858,168.23334968164863,179.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,3,2020-02-12,0.005678316409991364,0.05310751181390064,0.029366636286235336,0.036622554987325806,1.020559095868688,0.012294536278512402,0.11415315745973197,0.06094207569477943,0.003121698045459155,0.00271908488824159,0.01729457377377716,0.9326508307925737,0.9343053975953902,0.8354480982038375,0.029550130791902232,-993.4909575721397,-6.248370802340501,2412.551081619783,170.17990092877153,159.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,4,2020-02-26,0.005804494749717147,0.05567910205137356,0.030826236520653943,0.037939004405669254,1.011409851095211,0.005753451793678033,0.08811802531658587,0.0643313607450123,-0.006865447190245161,0.0028366586813461945,0.017754979615863607,0.9834928750302379,1.0028399629623133,0.8475516215453239,0.020067218130676627,-1041.956847302834,-6.202124091088297,2869.995895072828,167.5242373705778,168.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,5,2020-03-11,0.005770657080347787,0.0542868881749247,0.03143376305459,0.03754668957751955,1.0074541633036211,0.016015692465463083,0.12678986454828786,0.06358326292523159,0.002082694799695169,0.0028944930308660555,0.018528400874411006,1.021000822384801,1.016221276054133,0.8383740170428184,0.034732229425365704,-1063.0217675237627,-6.290069630318123,495.61146542993447,166.3023634539586,169.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,6,2020-03-25,0.005706724669982942,0.05546477242571097,0.03227583032668108,0.037766915648460325,0.9990057580555394,0.007836542803228763,0.09516548655964993,0.06038829152302515,0.0033646584834199833,0.002814750233874081,0.018532292239919455,1.004083899152038,1.0242760676067277,0.8272430847124762,0.02125932512726918,-1082.2173606006872,-6.480343476650821,945.900347914803,163.04198182644632,167.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,7,2020-04-08,0.00542249746032421,0.052330751761079035,0.029404157925502827,0.03576745193718133,1.0028441164050972,0.00456540621833923,0.08586194330436969,0.05743558815309457,0.003942396231211067,0.002529259911918715,0.0169190138879532,0.8928722383544357,0.9079139504073914,0.8289306105990362,0.016975284141880216,-983.17266039031,-6.59847423080745,1554.6582504290805,164.11246895495105,149.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,8,2020-04-22,0.005747990455595186,0.054439950182079554,0.030322828127526298,0.03736886119369822,1.0126572755318533,0.010595367129726307,0.10675332937592746,0.06535620109079256,0.0018519001449207142,0.0028067532292662266,0.01772412385463017,0.9745504174521248,0.9821035709470914,0.8541692901098638,0.025423985149541063,-1026.0143768661649,-6.218268950704029,352.42072393074056,168.00672035117668,165.0
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,9,2020-05-06,0.0057756617064227776,0.05462323327573035,0.02929029265914005,0.03734181362242478,1.0205245259609124,0.009762754524852202,0.10402392638109542,0.06580117982583615,-0.004457276048942865,0.002774034780007284,0.017083437976684913,0.9484043330942108,0.9617051633387316,0.8587957131784312,0.025525747748978447,-994.9316563811931,-6.066656441348738,389.89927918218973,170.53043516023627,164.0
