model,model_label,area_id,area_name,brier_score,probability_oe_ratio,mean_probability,observed_rate
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,05,HARBOR,0.0018349112045369992,1.0068193618393784,0.0018380660330876708,0.0018506004256575166
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,18,SOUTHEAST,0.0059467106562017934,0.9709920534309936,0.006183185148984194,0.006003823591032894
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,14,PACIFIC,0.0035088058193429236,0.9662470770175483,0.0037014682311564684,0.003576532791246442
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,12,77TH STREET,0.006236897270404001,0.9652306543508142,0.006548229604959488,0.006320551897568889
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,13,NEWTON,0.007242634956382767,0.9461943121003307,0.0077671571634709835,0.007349239907379442
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,03,SOUTHWEST,0.006091923856876016,1.0144756028114714,0.006094114854931831,0.006182330706643603
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,04,HOLLENBECK,0.003691160307351595,0.9802976392358813,0.0038031854201108217,0.0037282535878199285
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,08,WEST LOS ANGELES,0.0010963343419989708,0.9698525492063328,0.0011416948400437832,0.0011072756481041687
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,07,WILSHIRE,0.005640780919662877,0.9398208566194209,0.006087338551878929,0.005721007918407662
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,01,CENTRAL,0.01702961183943219,1.042312824360037,0.017406322062015533,0.01814283358073561
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,20,OLYMPIC,0.011919105931423585,0.995527692511973,0.012286490760743618,0.01223154149193036
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,02,RAMPART,0.011947934615137773,1.07540705468622,0.011379259638488293,0.012237336063575643
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,11,NORTHEAST,0.0026368284257220994,1.0274707129451768,0.0025934837758541107,0.0026647286821705426
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,06,HOLLYWOOD,0.004603427888270506,0.9619426260275884,0.0048976787365973,0.004711285895218242
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,15,NORTH HOLLYWOOD,0.00363568682559518,0.9819738393011531,0.003756345482543111,0.0036886329113188752
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,10,WEST VALLEY,0.002137373678536606,0.994859780094171,0.0021718016359955072,0.002160638047198559
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,09,VAN NUYS,0.00407888020437013,0.9947819841756744,0.0041555375792086124,0.004133853721623057
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,21,TOPANGA,0.0016506693115757238,0.9002078949400407,0.0018478361889719963,0.0016634366925064599
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,19,MISSION,0.0023650962085439153,0.9677996536792542,0.0024682783987373114,0.0023887990714256103
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,16,FOOTHILL,0.001126146316397952,0.9912102038287252,0.0011437975335866213,0.0011337437879702188
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,17,DEVONSHIRE,0.001380308045234523,0.9334235328512643,0.0014921166002750397,0.0013927767151812663
