model,model_label,frame_index,forecast_date,q,rri
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.01,1.255780346820809
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.01,0.6443202979515827
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,2,2020-01-29,0.01,0.8339156766829722
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,3,2020-02-12,0.01,0.7743506493506495
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,4,2020-02-26,0.01,1.9881656804733727
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,5,2020-03-11,0.01,0.5826528760660498
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,6,2020-03-25,0.01,1.0618156128576475
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,7,2020-04-08,0.01,1.0535353535353535
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,8,2020-04-22,0.01,0.9658536585365853
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,9,2020-05-06,0.01,1.018633540372671
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,10,2020-05-20,0.01,0.975483870967742
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,11,2020-06-03,0.01,1.3441734417344173
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,12,2020-06-17,0.01,0.6983116113744076
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,13,2020-07-01,0.01,1.1353241861716437
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,14,2020-07-15,0.01,0.9423247559893523
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,15,2020-07-29,0.01,0.9348387096774193
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,16,2020-08-12,0.01,0.8397490732820074
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,17,2020-08-26,0.01,0.7375782112624217
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,18,2020-09-09,0.01,1.0823084200567643
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,19,2020-09-23,0.01,1.1875
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,20,2020-10-07,0.01,1.0744389709906952
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,21,2020-10-21,0.01,0.7592727272727272
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,22,2020-11-04,0.01,1.2260061919504643
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,23,2020-11-18,0.01,1.3678010471204187
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,24,2020-12-02,0.01,0.7106661941885188
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,25,2020-12-16,0.01,1.2857142857142858
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,26,2020-12-30,0.01,0.5786492374727668
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,27,2021-01-13,0.01,1.7586206896551724
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,28,2021-01-27,0.01,0.7258064516129032
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,29,2021-02-10,0.01,0.6171428571428571
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,30,2021-02-24,0.01,1.3920454545454544
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,31,2021-03-10,0.01,0.7619047619047619
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,32,2021-03-24,0.01,1.2200704225352113
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,33,2021-04-07,0.01,0.5922150139017609
