model,model_label,frame_index,forecast_date,q,q_eff,selected_cells,hit_count,hit_rate,miss_rate,area_coverage,hotspot_density_per_km2,pai,gain,lift,pei_star,oracle_hit_count,iou_jaccard,dice,centroid_distance_m
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.01,0.010012823440546666,570,24.0,0.1518987341772152,0.8481012658227848,0.010012823440546666,1.8713450292397662,15.170419720186542,0.1518987341772152,15.170419720186542,0.1518987341772152,158.0,0.021505376344086023,0.042105263157894736,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.02,0.02000808052418009,1139,37.0,0.23417721518987342,0.7658227848101266,0.02000808052418009,1.4437615842356843,11.704131983418723,0.23417721518987342,11.704131983418723,0.23417721518987342,158.0,0.018328118015198926,0.035996488147497806,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.03,0.030003337607813516,1708,51.0,0.3227848101265823,0.6772151898734178,0.030003337607813516,1.327088212334114,10.75829677170723,0.3227848101265823,10.75829677170723,0.3227848101265823,158.0,0.018789144050104383,0.036885245901639344,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.04,0.04001616104836018,2278,55.0,0.34810126582278483,0.6518987341772151,0.04001616104836018,1.0730660423373328,8.699017014703106,0.34810126582278483,8.699017014703106,0.34810126582278483,158.0,0.016964285714285713,0.033362598770851626,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.05,0.050011418131993605,2847,67.0,0.4240506329113924,0.5759493670886076,0.050011418131993605,1.0459352925106349,8.479076353967978,0.4240506329113924,8.479076353967978,0.4240506329113924,158.0,0.018422464675371134,0.036178433438707414,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.06,0.06000667521562703,3416,69.0,0.43670886075949367,0.5632911392405063,0.06000667521562703,0.897736143637783,7.277671345566656,0.43670886075949367,7.277671345566656,0.43670886075949367,158.0,0.020005971931919976,0.039227166276346606,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.07,0.07000193229926045,3985,77.0,0.4873417721518987,0.5126582278481013,0.07000193229926045,0.8587759654259027,6.961833140098153,0.4873417721518987,6.961833140098153,0.4873417721518987,158.0,0.023763648041104687,0.04642409033877039,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.08,0.08001475573980713,4555,83.0,0.5253164556962026,0.47468354430379744,0.08001475573980713,0.809854860348823,6.565244758159763,0.5253164556962026,6.565244758159763,0.5253164556962026,158.0,0.02798465357707064,0.054445664105378704,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.09,0.09001001282344055,5124,88.0,0.5569620253164557,0.44303797468354433,0.09001001282344055,0.7632925665712551,6.187778535361021,0.5569620253164557,6.187778535361021,0.5569620253164557,158.0,0.03672230652503793,0.07084309133489461,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,0,2020-01-01,0.1,0.10000526990707397,5693,93.0,0.5886075949367089,0.4113924050632911,0.10000526990707397,0.7260378242285848,5.885765774980156,0.5886075949367089,5.885765774980156,0.5886075949367089,158.0,0.04669976098547527,0.08923239065519059,1285.8550470225289
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.01,0.010012823440546666,570,36.0,0.20809248554913296,0.791907514450867,0.010012823440546666,2.8070175438596494,20.782598113781564,0.20809248554913296,20.782598113781564,0.20809248554913296,173.0,0.027953110910730387,0.054385964912280704,591.1078697799736
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.02,0.02000808052418009,1139,50.0,0.28901734104046245,0.7109826589595376,0.02000808052418009,1.9510291678860598,14.445030880957336,0.28901734104046245,14.445030880957336,0.28901734104046245,173.0,0.021982951996410947,0.04302019315188762,591.1078697799736
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.03,0.030003337607813516,1708,59.0,0.34104046242774566,0.6589595375722543,0.030003337607813516,1.5352589123080926,11.366750822379553,0.34104046242774566,11.366750822379553,0.34104046242774566,173.0,0.0215311004784689,0.04215456674473068,591.1078697799736
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.04,0.04001616104836018,2278,70.0,0.4046242774566474,0.5953757225433526,0.04001616104836018,1.3657204175202418,10.111521616670135,0.4046242774566474,10.111521616670135,0.4046242774566474,173.0,0.02038073908174692,0.03994732221246708,591.1078697799736
our_vol4,Our vol4 STNPP-GAT-HCL-ZINB,1,2020-01-15,0.05,0.050011418131993605,2847,78.0,0.4508670520231214,0.5491329479768786,0.050011418131993605,1.21765601217656,9.015282286800222,0.4508670520231214,9.015282286800222,0.4508670520231214,173.0,0.021345291479820627,0.04179838426413769,591.1078697799736
