epoch,cyclic_offset,used_train_targets,train_total,train_weighted_nll,train_unweighted_nll,train_type,train_neighbor,validation_total,validation_weighted_nll,validation_unweighted_nll,validation_type,validation_neighbor,elapsed_seconds,halr_category_weight_0,halr_cluster_weight_0_0,halr_cluster_weight_0_1,halr_cluster_weight_0_2,halr_cluster_weight_0_3,halr_category_weight_1,halr_cluster_weight_1_0,halr_cluster_weight_1_1,halr_cluster_weight_1_2,halr_cluster_weight_1_3,halr_category_weight_2,halr_cluster_weight_2_0,halr_cluster_weight_2_1,halr_cluster_weight_2_2,halr_cluster_weight_2_3
11,3,513,0.5264836524197465,0.5113503202127899,0.508999712344034,0.0442974767329981,0.05659138282750085,0.5384669184684754,0.5317529956499736,0.5287048697471619,0.02354368641972542,0.041536829868952435,47.433949987986125,0.31606972217559814,0.25621354579925537,0.24225448071956635,0.24976465106010437,0.2517673075199127,0.34017571806907654,0.250946968793869,0.24883456528186798,0.24484306573867798,0.2553754150867462,0.3437546193599701,0.2516383230686188,0.25065878033638,0.24544094502925873,0.2522619366645813
12,4,513,0.5212017130433467,0.5078740510327077,0.5108409375242787,0.03856931046580943,0.05028180656754947,0.5364979068438213,0.5209434191385905,0.5279439926147461,0.020369837805628777,0.03665612985690435,45.46914883609861,0.38387665152549744,0.24353723227977753,0.25756892561912537,0.23918619751930237,0.25970765948295593,0.3086691200733185,0.2449796199798584,0.251112163066864,0.2541833221912384,0.24972489476203918,0.30745425820350647,0.24968135356903076,0.2520955204963684,0.2506089210510254,0.24761417508125305
13,5,513,0.5303625973925489,0.5185592463839124,0.5181059966891365,0.034025999650242965,0.04466304416835424,0.533821169535319,0.5260741313298544,0.5263810912768047,0.017276352147261302,0.03232426643371582,45.05277615005616,0.3376143276691437,0.2457592934370041,0.24733856320381165,0.25457674264907837,0.2523253560066223,0.32974475622177124,0.24634599685668945,0.25030356645584106,0.2598826289176941,0.24346785247325897,0.33264094591140747,0.24638718366622925,0.25116270780563354,0.2525620460510254,0.249888077378273
14,6,513,0.5268907660861694,0.5163735708995172,0.5155953641755772,0.03018494840660523,0.039929654100659295,0.5316600799560547,0.5251361807187398,0.5250908970832825,0.01519391785065333,0.02860073931515217,28.30918970296625,0.3357944190502167,0.253950834274292,0.24912305176258087,0.24944651126861572,0.2474796622991562,0.33236899971961975,0.25310224294662476,0.245860755443573,0.24544288218021393,0.25559407472610474,0.33183664083480835,0.25298914313316345,0.24704329669475555,0.24996984004974365,0.24999773502349854
15,0,514,0.5550429429061682,0.5456762671006793,0.5445983836623017,0.026904768741722238,0.035539735594206284,0.5321526368459065,0.5262093941370646,0.5261804819107055,0.013868859906991323,0.025945697848995527,23.97873285401147,0.3351041376590729,0.24624039232730865,0.2523644268512726,0.24692626297473907,0.2544688582420349,0.33262792229652405,0.25275924801826477,0.25281965732574463,0.2441440373659134,0.2502771019935608,0.3322678804397583,0.24573294818401337,0.2516017258167267,0.2507067322731018,0.25195860862731934
16,1,514,0.5141959055852333,0.5056868735918275,0.505985767924832,0.024411396750390297,0.03231545605113302,0.5290369470914205,0.5223541895548502,0.5237029790878296,0.01234724409878254,0.023212321971853574,26.169878336018883,0.34279054403305054,0.24922366440296173,0.24937674403190613,0.25701940059661865,0.24438020586967468,0.3314478099346161,0.2547245919704437,0.24833808839321136,0.2512972354888916,0.2456400841474533,0.3257616460323334,0.24900591373443604,0.2491213083267212,0.2508868873119354,0.25098592042922974
17,2,514,0.4913759110966545,0.4838440868177303,0.47761108543622355,0.021647005258599143,0.02856516630066276,0.5334643324216207,0.5333515882492066,0.5286932826042176,0.010936233773827552,0.020870634789268174,26.93720691197086,0.29649439454078674,0.25249093770980835,0.25247326493263245,0.25231388211250305,0.24272190034389496,0.35095953941345215,0.24733354151248932,0.25199928879737854,0.25069132447242737,0.24997586011886597,0.3525460362434387,0.2537807822227478,0.24761663377285004,0.2510712742805481,0.24753132462501526
18,3,513,0.5130194123493068,0.5062250350883365,0.5038698883200714,0.019423859317371256,0.025872034719667703,0.5273343483606975,0.5259444038073222,0.5229219754536947,0.010132681392133237,0.019283087054888407,25.846175953978673,0.3159213960170746,0.2559756934642792,0.2423071265220642,0.24958939850330353,0.2521277666091919,0.3402433395385742,0.2512384355068207,0.24849309027194977,0.24503475427627563,0.2552337348461151,0.3438352644443512,0.2515014410018921,0.2515049874782562,0.24430476129055023,0.25268876552581787
19,4,513,0.5078866933172906,0.5016686941912765,0.5045621411958401,0.017806508489403343,0.02364678910368832,0.5284757534662883,0.5174983421961467,0.5245643337567647,0.008905064811309179,0.017171108350157737,26.324915900011547,0.38410672545433044,0.2436613291501999,0.2580602169036865,0.23860754072666168,0.2596709132194519,0.30856165289878845,0.24527029693126678,0.25140905380249023,0.2542177438735962,0.2491028904914856,0.30733156204223633,0.250533789396286,0.2505910098552704,0.2514997124671936,0.2473755031824112
20,5,513,0.5198239499365377,0.5140982561873646,0.5136517106789594,0.01651106287178821,0.021660240777345196,0.5257643262545267,0.5218708395957947,0.522205917040507,0.00806585829705,0.015656920708715917,26.824317799997516,0.33805927634239197,0.24621061980724335,0.24757741391658783,0.2541223466396332,0.25208958983421326,0.32938268780708313,0.24584674835205078,0.2501695454120636,0.2601214349269867,0.24386222660541534,0.3325580060482025,0.24672088027000427,0.2521330714225769,0.25187039375305176,0.24927563965320587
21,6,513,0.5168803611345458,0.5116326876318711,0.5108443965107842,0.0149955271178635,0.01998898490798636,0.5264076034228007,0.5233412941296895,0.5232203602790833,0.007088891820361217,0.014159434661269187,48.07331984699704,0.334654837846756,0.25312426686286926,0.2492227703332901,0.2505002021789551,0.24715276062488556,0.3334023952484131,0.25398141145706177,0.24659086763858795,0.2444097399711609,0.2550179660320282,0.33194276690483093,0.2525213360786438,0.2473781257867813,0.2496960461139679,0.2504045069217682
22,0,514,0.5458770765404757,0.5410544825898997,0.5400297101369628,0.013956973466891722,0.018193659405242143,0.526073404153188,0.5229848066965739,0.5229881842931111,0.007025031031419834,0.01354321048905452,46.50133100198582,0.3361421227455139,0.24660435318946838,0.2528766095638275,0.2459895759820938,0.2545294761657715,0.3314405679702759,0.25192320346832275,0.25187477469444275,0.24523763358592987,0.25096437335014343,0.3324173390865326,0.24640391767024994,0.2514859735965729,0.2504289150238037,0.2516811788082123
23,1,514,0.5059961553677511,0.5014997117714195,0.5017976371230782,0.01292943934899128,0.017046896095753643,0.5226014614105224,0.5185628016789754,0.5198346654574076,0.006205218099057675,0.012240210548043251,44.921632642974146,0.342475950717926,0.24928267300128937,0.24919968843460083,0.2571042478084564,0.24441342055797577,0.3317376673221588,0.254052072763443,0.24930520355701447,0.2509731352329254,0.2456696480512619,0.32578641176223755,0.24898965656757355,0.2492968589067459,0.2508372366428375,0.250876247882843
24,2,514,0.4842948551771706,0.4802657036465893,0.4739487895937745,0.011606844192812878,0.015254162715798686,0.5252482573191325,0.527613886197408,0.522771668434143,0.005586719575027625,0.010923799810310204,45.16963300702628,0.2961465120315552,0.25226646661758423,0.25212711095809937,0.2524855136871338,0.24312084913253784,0.3510679304599762,0.24785999953746796,0.2516138553619385,0.2501634955406189,0.25036266446113586,0.35278552770614624,0.253255695104599,0.2479504644870758,0.25148090720176697,0.24731294810771942
25,3,513,0.505516481910765,0.5018175522021615,0.4995773735566911,0.010668827823524818,0.013990734727439592,0.522541097799937,0.523083241780599,0.5201815446217855,0.005362159168968598,0.010368056905766329,46.00165865197778,0.3157585859298706,0.2565576136112213,0.24267327785491943,0.24885834753513336,0.2519107162952423,0.34079694747924805,0.25164559483528137,0.24821114540100098,0.24546274542808533,0.25468048453330994,0.34344446659088135,0.2515253722667694,0.25095751881599426,0.24484317004680634,0.2526739537715912
