model,model_label,area_id,area_name,brier_score,probability_oe_ratio,mean_probability,observed_rate
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,05,HARBOR,0.001834290635384914,1.0292014903758753,0.0017980934353545308,0.0018506004256575166
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,18,SOUTHEAST,0.00594555040835093,0.9860758015686374,0.006088602356612682,0.006003823591032894
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,14,PACIFIC,0.003507890304491123,0.9971428325503041,0.003586780745536089,0.003576532791246442
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,12,77TH STREET,0.006235038632072696,1.0079111290893772,0.006270941812545061,0.006320551897568889
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,13,NEWTON,0.007239557985101193,1.0044924358256249,0.00731637142598629,0.007349239907379442
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,03,SOUTHWEST,0.006091350969194315,1.067018082537663,0.005794025957584381,0.006182330706643603
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,04,HOLLENBECK,0.003689925820204699,1.0248155060891089,0.003637975314632058,0.0037282535878199285
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,08,WEST LOS ANGELES,0.0010958368085053106,1.0126047383441126,0.0010934924939647317,0.0011072756481041687
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,07,WILSHIRE,0.005639329680939621,0.9712699789392144,0.005890234373509884,0.005721007918407662
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,01,CENTRAL,0.0170353204352862,1.1018255037413978,0.016466159373521805,0.01814283358073561
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,20,OLYMPIC,0.011916399230815054,1.0507811593335377,0.011640426702797413,0.01223154149193036
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,02,RAMPART,0.011951354175628955,1.1301584946001635,0.010827981866896152,0.012237336063575643
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,11,NORTHEAST,0.0026366970403493262,1.0426316050380269,0.00255577196367085,0.0026647286821705426
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,06,HOLLYWOOD,0.004602109789462565,0.999617080849039,0.004713090602308512,0.004711285895218242
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,15,NORTH HOLLYWOOD,0.0036342400799963463,1.008924718356913,0.0036560040898621082,0.0036886329113188752
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,10,WEST VALLEY,0.0021370340231129923,1.0335519977723886,0.0020904976408928633,0.002160638047198559
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,09,VAN NUYS,0.004077895727676002,1.040492508642873,0.003972977865487337,0.004133853721623057
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,21,TOPANGA,0.001650045710641688,0.9276213772348115,0.0017932280898094177,0.0016634366925064599
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,19,MISSION,0.0023645667096327855,0.9769447969091754,0.0024451729841530323,0.0023887990714256103
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,16,FOOTHILL,0.0011260332116288072,0.999103753778178,0.0011347607942298055,0.0011337437879702188
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,17,DEVONSHIRE,0.00137974201870423,0.9647543232836548,0.001443659421056509,0.0013927767151812663
