model,model_label,q,allocation_gini,selected_cell_frame_share
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0.01,0.9830262655068818,0.010012823440546666
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0.05,0.9234722609313508,0.050011418131993605
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0.1,0.8587162554785512,0.10000526990707397
