model,model_label,frame_index,forecast_date,q,q_eff,selected_cells,hit_count,hit_rate,miss_rate,area_coverage,hotspot_density_per_km2,pai,gain,lift,pei_star,oracle_hit_count,iou_jaccard,dice,centroid_distance_m
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.01,0.010012823440546666,570,23.0,0.14556962025316456,0.8544303797468354,0.010012823440546666,1.7933723196881093,14.538318898512102,0.14556962025316456,14.538318898512102,0.14556962025316456,158.0,0.020590868397493287,0.04035087719298246,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.02,0.02000808052418009,1139,39.0,0.2468354430379747,0.7531645569620253,0.02000808052418009,1.5218027509511267,12.336787766306221,0.2468354430379747,12.336787766306221,0.2468354430379747,158.0,0.01923937360178971,0.03775241439859526,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.03,0.030003337607813516,1708,49.0,0.310126582278481,0.689873417721519,0.030003337607813516,1.2750455373406193,10.336402780659887,0.310126582278481,10.336402780659887,0.310126582278481,158.0,0.018485390578413835,0.03629976580796253,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.04,0.04001616104836018,2278,55.0,0.34810126582278483,0.6518987341772151,0.04001616104836018,1.0730660423373328,8.699017014703106,0.34810126582278483,8.699017014703106,0.34810126582278483,158.0,0.017418490397498883,0.03424056189640035,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.05,0.050011418131993605,2847,66.0,0.4177215189873418,0.5822784810126582,0.050011418131993605,1.0303243179955508,8.352522975550546,0.4177215189873418,8.352522975550546,0.4177215189873418,158.0,0.018604651162790697,0.0365296803652968,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.06,0.06000667521562703,3416,70.0,0.4430379746835443,0.5569620253164558,0.06000667521562703,0.9107468123861566,7.383144843328491,0.4430379746835443,7.383144843328491,0.4430379746835443,158.0,0.021225710014947684,0.04156908665105386,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.07,0.07000193229926045,3985,76.0,0.4810126582278481,0.5189873417721519,0.07000193229926045,0.8476230308099819,6.871419722694282,0.4810126582278481,6.871419722694282,0.4810126582278481,158.0,0.0252122459480319,0.04918444165621079,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.08,0.08001475573980713,4555,81.0,0.5126582278481012,0.4873417721518988,0.08001475573980713,0.7903402854006586,6.407046089288443,0.5126582278481012,6.407046089288443,0.5126582278481012,158.0,0.029262230256468194,0.05686059275521405,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.09,0.09001001282344055,5124,88.0,0.5569620253164557,0.44303797468354433,0.09001001282344055,0.7632925665712551,6.187778535361021,0.5569620253164557,6.187778535361021,0.5569620253164557,158.0,0.036827195467422094,0.07103825136612021,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.1,0.10000526990707397,5693,92.0,0.5822784810126582,0.4177215189873418,0.10000526990707397,0.7182309659035463,5.822477970948111,0.5822784810126582,5.822477970948111,0.5822784810126582,158.0,0.047470101195952165,0.09063762515369753,1310.2742719151195
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.01,0.010012823440546666,570,36.0,0.20809248554913296,0.791907514450867,0.010012823440546666,2.8070175438596494,20.782598113781564,0.20809248554913296,20.782598113781564,0.20809248554913296,173.0,0.027953110910730387,0.054385964912280704,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.02,0.02000808052418009,1139,51.0,0.2947976878612717,0.7052023121387283,0.02000808052418009,1.990049751243781,14.733931498576483,0.2947976878612717,14.733931498576483,0.2947976878612717,173.0,0.02244165170556553,0.043898156277436345,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.03,0.030003337607813516,1708,61.0,0.35260115606936415,0.6473988439306358,0.030003337607813516,1.5873015873015872,11.75206440957886,0.35260115606936415,11.75206440957886,0.35260115606936415,173.0,0.022142429682824656,0.04332552693208431,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.04,0.04001616104836018,2278,70.0,0.4046242774566474,0.5953757225433526,0.04001616104836018,1.3657204175202418,10.111521616670135,0.4046242774566474,10.111521616670135,0.4046242774566474,173.0,0.02060931899641577,0.04038630377524144,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.05,0.050011418131993605,2847,78.0,0.4508670520231214,0.5491329479768786,0.050011418131993605,1.21765601217656,9.015282286800222,0.4508670520231214,9.015282286800222,0.4508670520231214,173.0,0.02189519023689878,0.04285212504390586,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.06,0.06000667521562703,3416,81.0,0.4682080924855491,0.5317919075144508,0.06000667521562703,1.053864168618267,7.802600140785964,0.4682080924855491,7.802600140785964,0.4682080924855491,173.0,0.02352059925093633,0.04596018735362998,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.07,0.07000193229926045,3985,89.0,0.5144508670520231,0.48554913294797686,0.07000193229926045,0.9926111808169525,7.349095234296241,0.5144508670520231,7.349095234296241,0.5144508670520231,173.0,0.02745906922779425,0.053450439146800505,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.08,0.08001475573980713,4555,99.0,0.5722543352601156,0.4277456647398844,0.08001475573980713,0.9659714599341384,7.151860053425379,0.5722543352601156,7.151860053425379,0.5722543352601156,173.0,0.03276272531459018,0.06344676180021953,617.8081141904698
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.09,0.09001001282344055,5124,103.0,0.5953757225433526,0.4046242774566474,0.09001001282344055,0.8933992540549918,6.614549913588101,0.5953757225433526,6.614549913588101,0.5953757225433526,173.0,0.04082876294942109,0.07845433255269321,617.8081141904698
