model,model_label,frame_index,forecast_date,q,allocation_share_gap,allocation_to_crime_ratio_gap,subgroup_fpr_gap,subgroup_fnr_gap,allocation_gini_frame
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.01,0.08421052631578947,2.194444444444444,0.09403328957841856,0.5,0.9899871765594532
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.05,0.04531085353003161,2.13201030324318,0.27613376079191615,1.0,0.9499885818680063
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,0,2020-01-01,0.1,0.03688740558580712,1.5264359740031617,0.381150890114096,0.8,0.8999947300929261
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.01,0.08771929824561403,3.7577276524644954,0.09872566653505759,0.4444444444444444,0.9899871765594532
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.05,0.04179838426413769,3.2827955910147693,0.27599758879145486,0.5238095238095237,0.9499885818680063
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,1,2020-01-15,0.1,0.032847356402599684,2.2769441168352116,0.3815750521155755,0.6666666666666667,0.8999947300929261
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,2,2020-01-29,0.01,0.09122807017543859,2.859962406015038,0.10342133846864243,0.625,0.9899871765594532
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,2,2020-01-29,0.05,0.045310853530031614,1.8180833626039106,0.2748461333302707,0.775,0.9499885818680063
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,2,2020-01-29,0.1,0.03618478833655366,1.0768926752151766,0.3770246592739802,0.8,0.8999947300929261
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,3,2020-02-12,0.01,0.08771929824561403,3.231140350877193,0.09728223863398282,0.5555555555555556,0.9899871765594532
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,3,2020-02-12,0.05,0.04355461889708466,2.3456269757639623,0.2726826057728519,1.0,0.9499885818680063
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,3,2020-02-12,0.1,0.03161777621640611,2.3623309327243986,0.37295795600262327,0.8333333333333334,0.8999947300929261
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,4,2020-02-26,0.01,0.09649122807017543,13.294182825484766,0.10975756892901238,0.4444444444444444,0.9899871765594532
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,4,2020-02-26,0.05,0.041447137337548304,8.332760246242582,0.2754991573126018,1.0,0.9499885818680063
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,4,2020-02-26,0.1,0.03232039346565958,6.232806678561854,0.3727922294363149,0.8333333333333334,0.8999947300929261
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,5,2020-03-11,0.01,0.09298245614035087,2.244862155388471,0.10410215397789231,0.7142857142857143,0.9899871765594532
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,5,2020-03-11,0.05,0.03617843343870741,1.9450532724505325,0.27381806521996205,0.8571428571428572,0.9499885818680063
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,5,2020-03-11,0.1,0.030388196030212547,1.8662333860296267,0.3751572220366582,0.5892857142857143,0.8999947300929261
our_vol5,Our vol5 STNPP-GAT-MoGE-HCL-ZINB,6,2020-03-25,0.01,0.0912280701754386,2.7735672514619885,0.1088279245022704,0.4,0.9899871765594532
