model,model_label,area_id,area_name,brier_score,probability_oe_ratio,mean_probability,observed_rate
our_vol1,Our vol1 STNPP-GAT,05,HARBOR,0.0018135578891246302,0.9427475041853968,0.0019391020759940147,0.0018280836482124554
our_vol1,Our vol1 STNPP-GAT,18,SOUTHEAST,0.005877274637018297,0.9196129363519847,0.006450000684708357,0.005931504023107077
our_vol1,Our vol1 STNPP-GAT,14,PACIFIC,0.003469201284499833,0.9205673741919529,0.0038411379791796207,0.0035360263522070208
our_vol1,Our vol1 STNPP-GAT,12,77TH STREET,0.006157836419657473,0.8997413696910048,0.006929891649633646,0.006235110081752906
our_vol1,Our vol1 STNPP-GAT,13,NEWTON,0.00717200480273677,0.8905491812189313,0.00816359557211399,0.007270083605961469
our_vol1,Our vol1 STNPP-GAT,03,SOUTHWEST,0.0060118313826594185,0.9727533015521722,0.006269275676459074,0.00609845856202553
our_vol1,Our vol1 STNPP-GAT,04,HOLLENBECK,0.0036521386844553315,0.9584126290830811,0.0038477410562336445,0.0036877235682413246
our_vol1,Our vol1 STNPP-GAT,08,WEST LOS ANGELES,0.001083740280461184,0.9197166881256741,0.0011898695956915617,0.0010943428828487077
our_vol1,Our vol1 STNPP-GAT,07,WILSHIRE,0.005578166332996627,0.8745507752972048,0.006460525095462799,0.0056500571016409205
our_vol1,Our vol1 STNPP-GAT,01,CENTRAL,0.016971300589931126,0.9215870812005859,0.01959156058728695,0.018055329976720266
our_vol1,Our vol1 STNPP-GAT,20,OLYMPIC,0.011818146224345145,0.9491050353365522,0.012767606414854527,0.012117799190756267
our_vol1,Our vol1 STNPP-GAT,02,RAMPART,0.011815167438391758,1.0099873646636592,0.011978878639638424,0.012098516491430218
our_vol1,Our vol1 STNPP-GAT,11,NORTHEAST,0.0026096189214661206,0.9666192267217103,0.0027259839698672295,0.002634988444568947
our_vol1,Our vol1 STNPP-GAT,06,HOLLYWOOD,0.004575139494292646,0.9091035512317945,0.0051459274254739285,0.0046781809446625544
our_vol1,Our vol1 STNPP-GAT,15,NORTH HOLLYWOOD,0.003609436931425469,0.940896425803872,0.0038908838760107756,0.003660918833425333
our_vol1,Our vol1 STNPP-GAT,10,WEST VALLEY,0.0021238745943716886,0.9522810599094544,0.0022528525441884995,0.0021453488600744874
our_vol1,Our vol1 STNPP-GAT,09,VAN NUYS,0.004037104086399922,0.9521955019824551,0.004295013844966888,0.00408969276135752
our_vol1,Our vol1 STNPP-GAT,21,TOPANGA,0.00163066093769545,0.8471037620084543,0.001938388915732503,0.0016420165394402035
our_vol1,Our vol1 STNPP-GAT,19,MISSION,0.002343096113215164,0.9308055996029666,0.002540901768952608,0.0023650855206760013
our_vol1,Our vol1 STNPP-GAT,16,FOOTHILL,0.001117522562781194,0.9468022403042109,0.001187941525131464,0.001124745650960397
our_vol1,Our vol1 STNPP-GAT,17,DEVONSHIRE,0.00136265619134612,0.9081283828593029,0.0015132303815335035,0.0013742074729941286
