model,model_label,frame_index,forecast_date,q,allocation_share_gap,allocation_to_crime_ratio_gap,subgroup_fpr_gap,subgroup_fnr_gap,allocation_gini_frame
our_vol1,Our vol1 STNPP-GAT,0,2020-01-01,0.01,0.0912280701754386,2.383859649122807,0.09638320388260395,0.5,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,0,2020-01-01,0.05,0.044959606603442226,2.1135112984428055,0.2773698547350558,1.0,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,0,2020-01-01,0.1,0.03881960302125417,1.4454886117454184,0.3913429437140575,0.8,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,1,2020-01-15,0.01,0.09473684210526316,3.4166416040100254,0.10592084861102724,0.4444444444444444,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,1,2020-01-15,0.05,0.04531085353003161,3.3044976332647567,0.2806579416137354,0.5238095238095237,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,1,2020-01-15,0.1,0.037063059898120504,2.3210793539267107,0.39987121374251156,0.6666666666666667,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,2,2020-01-29,0.01,0.09649122807017543,3.0618421052631577,0.10703144677189153,0.625,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,2,2020-01-29,0.05,0.049174569722514924,1.8154636459430977,0.2800469097141136,0.775,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,2,2020-01-29,0.1,0.039346565958194274,1.1161953275952923,0.40302794803179554,0.875,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,3,2020-02-12,0.01,0.09298245614035089,3.498464912280702,0.10111231570853413,0.5555555555555556,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,3,2020-02-12,0.05,0.049174569722514924,2.555057955742887,0.2748435208464278,1.0,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,3,2020-02-12,0.1,0.03829264008431407,2.529905146671351,0.39974114421896717,1.0,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,4,2020-02-26,0.01,0.10175438596491228,14.318005540166208,0.11064938876553607,0.4444444444444444,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,4,2020-02-26,0.05,0.049877063575693714,8.727192058122125,0.27356155730801623,1.0,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,4,2020-02-26,0.1,0.0365360969611804,6.782623166030306,0.3870648623127376,0.8461538461538461,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,5,2020-03-11,0.01,0.1,2.414285714285714,0.10788008590455513,0.7142857142857143,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,5,2020-03-11,0.05,0.04776958201615736,1.727397260273972,0.2838983467283139,0.8571428571428572,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,5,2020-03-11,0.1,0.037063059898120504,1.6704884786739693,0.38476126647795017,0.7321428571428571,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,6,2020-03-25,0.01,0.10526315789473684,3.086081871345029,0.11679548262326023,0.5,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,6,2020-03-25,0.05,0.04776958201615735,2.660151036178433,0.2937371760901173,0.8333333333333334,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,6,2020-03-25,0.1,0.03495520815036009,2.2778060776392057,0.39149072254407413,1.0,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,7,2020-04-08,0.01,0.10350877192982455,2.626482873851295,0.11126834842225543,0.8333333333333334,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,7,2020-04-08,0.05,0.049174569722514924,1.7488877180658,0.28711767164405944,0.8333333333333334,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,7,2020-04-08,0.1,0.03284735640259968,1.6117893319280987,0.39906278100738374,1.0,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,8,2020-04-22,0.01,0.10701754385964912,3.5058479532163744,0.11344724001130323,0.7142857142857143,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,8,2020-04-22,0.05,0.04214963119072708,2.505895930553465,0.28226973889798523,0.9090909090909091,0.9499885818680063
our_vol1,Our vol1 STNPP-GAT,8,2020-04-22,0.1,0.03741436852274724,2.5870743519610553,0.395509544066854,0.8,0.8999947300929261
our_vol1,Our vol1 STNPP-GAT,9,2020-05-06,0.01,0.10877192982456141,2.5278195488721806,0.11542524851296546,0.5714285714285714,0.9899871765594532
our_vol1,Our vol1 STNPP-GAT,9,2020-05-06,0.05,0.04706708816297857,2.497566360580059,0.28907162931149327,0.8,0.9499885818680063
