model,model_label,frame_index,forecast_date,predicted_events,actual_events,cumulative_predicted_events,cumulative_actual_events,cumulative_error
our_vol1,Our vol1 STNPP-GAT,0,2020-01-01,169.44729614257812,158.0,169.44729614257812,158.0,11.447296142578125
our_vol1,Our vol1 STNPP-GAT,1,2020-01-15,169.02174377441406,173.0,338.46905517578125,331.0,7.46905517578125
our_vol1,Our vol1 STNPP-GAT,2,2020-01-29,169.2213134765625,179.0,507.69036865234375,510.0,-2.30963134765625
our_vol1,Our vol1 STNPP-GAT,3,2020-02-12,169.50033569335938,159.0,677.190673828125,669.0,8.190673828125
our_vol1,Our vol1 STNPP-GAT,4,2020-02-26,169.2767333984375,168.0,846.4674072265625,837.0,9.4674072265625
our_vol1,Our vol1 STNPP-GAT,5,2020-03-11,169.32101440429688,169.0,1015.7884521484375,1006.0,9.7884521484375
our_vol1,Our vol1 STNPP-GAT,6,2020-03-25,168.94943237304688,167.0,1184.7379150390625,1173.0,11.7379150390625
our_vol1,Our vol1 STNPP-GAT,7,2020-04-08,169.3909912109375,149.0,1354.12890625,1322.0,32.12890625
our_vol1,Our vol1 STNPP-GAT,8,2020-04-22,170.228515625,165.0,1524.357421875,1487.0,37.357421875
our_vol1,Our vol1 STNPP-GAT,9,2020-05-06,171.10110473632812,164.0,1695.45849609375,1651.0,44.45849609375
our_vol1,Our vol1 STNPP-GAT,10,2020-05-20,171.81283569335938,189.0,1867.2713623046875,1840.0,27.2713623046875
our_vol1,Our vol1 STNPP-GAT,11,2020-06-03,173.89230346679688,155.0,2041.1636962890625,1995.0,46.1636962890625
our_vol1,Our vol1 STNPP-GAT,12,2020-06-17,174.49227905273438,205.0,2215.656005859375,2200.0,15.656005859375
our_vol1,Our vol1 STNPP-GAT,13,2020-07-01,176.088134765625,211.0,2391.744140625,2411.0,-19.255859375
our_vol1,Our vol1 STNPP-GAT,14,2020-07-15,176.44293212890625,177.0,2568.18701171875,2588.0,-19.81298828125
our_vol1,Our vol1 STNPP-GAT,15,2020-07-29,177.1766357421875,161.0,2745.36376953125,2749.0,-3.63623046875
our_vol1,Our vol1 STNPP-GAT,16,2020-08-12,177.05645751953125,155.0,2922.420166015625,2904.0,18.420166015625
our_vol1,Our vol1 STNPP-GAT,17,2020-08-26,176.06915283203125,167.0,3098.4892578125,3071.0,27.4892578125
our_vol1,Our vol1 STNPP-GAT,18,2020-09-09,176.13258361816406,143.0,3274.621826171875,3214.0,60.621826171875
our_vol1,Our vol1 STNPP-GAT,19,2020-09-23,175.27195739746094,151.0,3449.893798828125,3365.0,84.893798828125
our_vol1,Our vol1 STNPP-GAT,20,2020-10-07,175.16160583496094,151.0,3625.055419921875,3516.0,109.055419921875
our_vol1,Our vol1 STNPP-GAT,21,2020-10-21,175.3660888671875,174.0,3800.42138671875,3690.0,110.42138671875
our_vol1,Our vol1 STNPP-GAT,22,2020-11-04,175.5895233154297,165.0,3976.010986328125,3855.0,121.010986328125
our_vol1,Our vol1 STNPP-GAT,23,2020-11-18,175.45187377929688,190.0,4151.462890625,4045.0,106.462890625
our_vol1,Our vol1 STNPP-GAT,24,2020-12-02,175.5919189453125,191.0,4327.0546875,4236.0,91.0546875
our_vol1,Our vol1 STNPP-GAT,25,2020-12-16,175.2535400390625,166.0,4502.30810546875,4402.0,100.30810546875
our_vol1,Our vol1 STNPP-GAT,26,2020-12-30,175.1028594970703,166.0,4677.4111328125,4568.0,109.4111328125
our_vol1,Our vol1 STNPP-GAT,27,2021-01-13,175.7539520263672,170.0,4853.1650390625,4738.0,115.1650390625
our_vol1,Our vol1 STNPP-GAT,28,2021-01-27,176.36985778808594,145.0,5029.53466796875,4883.0,146.53466796875
our_vol1,Our vol1 STNPP-GAT,29,2021-02-10,176.40017700195312,186.0,5205.93505859375,5069.0,136.93505859375
our_vol1,Our vol1 STNPP-GAT,30,2021-02-24,177.29486083984375,175.0,5383.22998046875,5244.0,139.22998046875
our_vol1,Our vol1 STNPP-GAT,31,2021-03-10,177.49574279785156,176.0,5560.7255859375,5420.0,140.7255859375
our_vol1,Our vol1 STNPP-GAT,32,2021-03-24,177.59616088867188,154.0,5738.32177734375,5574.0,164.32177734375
our_vol1,Our vol1 STNPP-GAT,33,2021-04-07,177.12013244628906,142.0,5915.44189453125,5716.0,199.44189453125
our_vol1,Our vol1 STNPP-GAT,34,2021-04-21,176.44064331054688,166.0,6091.88232421875,5882.0,209.88232421875
our_vol1,Our vol1 STNPP-GAT,35,2021-05-05,176.142578125,171.0,6268.02490234375,6053.0,215.02490234375
our_vol1,Our vol1 STNPP-GAT,36,2021-05-19,175.82525634765625,154.0,6443.85009765625,6207.0,236.85009765625
our_vol1,Our vol1 STNPP-GAT,37,2021-06-02,174.42739868164062,145.0,6618.27734375,6352.0,266.27734375
our_vol1,Our vol1 STNPP-GAT,38,2021-06-16,173.86279296875,162.0,6792.14013671875,6514.0,278.14013671875
our_vol1,Our vol1 STNPP-GAT,39,2021-06-30,172.77239990234375,201.0,6964.91259765625,6715.0,249.91259765625
our_vol1,Our vol1 STNPP-GAT,40,2021-07-14,173.24972534179688,183.0,7138.162109375,6898.0,240.162109375
our_vol1,Our vol1 STNPP-GAT,41,2021-07-28,173.12686157226562,167.0,7311.2890625,7065.0,246.2890625
our_vol1,Our vol1 STNPP-GAT,42,2021-08-11,173.32118225097656,161.0,7484.6103515625,7226.0,258.6103515625
our_vol1,Our vol1 STNPP-GAT,43,2021-08-25,174.35934448242188,166.0,7658.9697265625,7392.0,266.9697265625
our_vol1,Our vol1 STNPP-GAT,44,2021-09-08,175.54986572265625,175.0,7834.51953125,7567.0,267.51953125
our_vol1,Our vol1 STNPP-GAT,45,2021-09-22,176.978759765625,201.0,8011.498046875,7768.0,243.498046875
our_vol1,Our vol1 STNPP-GAT,46,2021-10-06,179.1071319580078,195.0,8190.60498046875,7963.0,227.60498046875
our_vol1,Our vol1 STNPP-GAT,47,2021-10-20,180.93678283691406,182.0,8371.5419921875,8145.0,226.5419921875
our_vol1,Our vol1 STNPP-GAT,48,2021-11-03,182.7780303955078,199.0,8554.3203125,8344.0,210.3203125
our_vol1,Our vol1 STNPP-GAT,49,2021-11-17,184.1045379638672,181.0,8738.4248046875,8525.0,213.4248046875
our_vol1,Our vol1 STNPP-GAT,50,2021-12-01,185.2134246826172,252.0,8923.638671875,8777.0,146.638671875
our_vol1,Our vol1 STNPP-GAT,51,2021-12-15,186.7134552001953,186.0,9110.3525390625,8963.0,147.3525390625
our_vol1,Our vol1 STNPP-GAT,52,2021-12-29,187.79750061035156,205.0,9298.150390625,9168.0,130.150390625
our_vol1,Our vol1 STNPP-GAT,53,2022-01-12,188.6734161376953,211.0,9486.82421875,9379.0,107.82421875
