model,model_label,bin,n,mean_probability,observed_rate,abs_calibration_error
our_vol1,Our vol1 STNPP-GAT,0,5832728,0.0003975495240341929,0.0008493452806302643,0.0004517957565960714
our_vol1,Our vol1 STNPP-GAT,1,258378,0.004893720318588533,0.004191533334881453,0.0007021869837070798
our_vol1,Our vol1 STNPP-GAT,2,691887,0.0074142900465622935,0.0061715280096316305,0.001242762036930663
our_vol1,Our vol1 STNPP-GAT,3,674444,0.022987796499111163,0.018096387542924246,0.004891408956186918
