forecast_date,display_time,theta,omega,refits,state_updates,actual_events_in_window
2012-10-17,2012-10-18T00:00:00,0.05,0.011111111111111112,22,357,2
2012-10-18,2012-10-19T00:00:00,0.05,0.011111111111111112,22,359,3
2012-10-19,2012-10-20T00:00:00,0.05,0.011111111111111112,22,362,4
2012-10-20,2012-10-21T00:00:00,0.05,0.011111111111111112,22,366,3
2012-10-21,2012-10-22T00:00:00,0.05,0.011111111111111112,22,369,3
2012-10-22,2012-10-23T00:00:00,0.05,0.011111111111111112,22,372,1
2012-10-23,2012-10-24T00:00:00,0.05,0.011111111111111112,22,373,3
2012-10-24,2012-10-25T00:00:00,0.05,0.011111111111111112,23,376,2
2012-10-25,2012-10-26T00:00:00,0.05,0.011111111111111112,23,378,2
2012-10-26,2012-10-27T00:00:00,0.05,0.011111111111111112,23,380,0
2012-10-27,2012-10-28T00:00:00,0.05,0.011111111111111112,23,380,0
2012-10-28,2012-10-29T00:00:00,0.05,0.011111111111111112,23,380,2
2012-10-29,2012-10-30T00:00:00,0.05,0.011111111111111112,23,382,0
2012-10-30,2012-10-31T00:00:00,0.05,0.011111111111111112,23,382,2
2012-10-31,2012-11-01T00:00:00,0.05,0.011111111111111112,24,384,2
2012-11-01,2012-11-02T00:00:00,0.05,0.011111111111111112,24,386,1
2012-11-02,2012-11-03T00:00:00,0.05,0.011111111111111112,24,387,1
2012-11-03,2012-11-04T00:00:00,0.05,0.011111111111111112,24,388,3
2012-11-04,2012-11-05T00:00:00,0.05,0.011111111111111112,24,391,0
2012-11-05,2012-11-06T00:00:00,0.05,0.011111111111111112,24,391,3
2012-11-06,2012-11-07T00:00:00,0.05,0.011111111111111112,24,394,2
2012-11-07,2012-11-08T00:00:00,0.05,0.011111111111111112,25,396,3
2012-11-08,2012-11-09T00:00:00,0.05,0.011111111111111112,25,399,5
2012-11-09,2012-11-10T00:00:00,0.05,0.011111111111111112,25,404,1
2012-11-10,2012-11-11T00:00:00,0.05,0.011111111111111112,25,405,1
2012-11-11,2012-11-12T00:00:00,0.05,0.011111111111111112,25,406,4
2012-11-12,2012-11-13T00:00:00,0.05,0.011111111111111112,25,410,3
2012-11-13,2012-11-14T00:00:00,0.05,0.011111111111111112,25,413,0
2012-11-14,2012-11-15T00:00:00,0.05,0.011111111111111112,26,413,6
2012-11-15,2012-11-16T00:00:00,0.05,0.011111111111111112,26,419,1
2012-11-16,2012-11-17T00:00:00,0.05,0.011111111111111112,26,420,6
2012-11-17,2012-11-18T00:00:00,0.05,0.011111111111111112,26,426,2
2012-11-18,2012-11-19T00:00:00,0.05,0.011111111111111112,26,428,5
2012-11-19,2012-11-20T00:00:00,0.05,0.011111111111111112,26,433,1
2012-11-20,2012-11-21T00:00:00,0.05,0.011111111111111112,26,434,1
2012-11-21,2012-11-22T00:00:00,0.05,0.011111111111111112,27,435,4
2012-11-22,2012-11-23T00:00:00,0.05,0.011111111111111112,27,439,0
2012-11-23,2012-11-24T00:00:00,0.05,0.011111111111111112,27,439,2
2012-11-24,2012-11-25T00:00:00,0.05,0.011111111111111112,27,441,2
2012-11-25,2012-11-26T00:00:00,0.05,0.011111111111111112,27,443,4
2012-11-26,2012-11-27T00:00:00,0.05,0.011111111111111112,27,447,1
2012-11-27,2012-11-28T00:00:00,0.05,0.011111111111111112,27,448,5
2012-11-28,2012-11-29T00:00:00,0.05,0.011111111111111112,28,453,6
2012-11-29,2012-11-30T00:00:00,0.05,0.011111111111111112,28,459,4
2012-11-30,2012-12-01T00:00:00,0.05,0.011111111111111112,28,463,4
2012-12-01,2012-12-02T00:00:00,0.05,0.011111111111111112,28,467,3
2012-12-02,2012-12-03T00:00:00,0.05,0.011111111111111112,28,470,3
2012-12-03,2012-12-04T00:00:00,0.05,0.011111111111111112,28,473,1
2012-12-04,2012-12-05T00:00:00,0.05,0.011111111111111112,28,474,1
2012-12-05,2012-12-06T00:00:00,0.05,0.011111111111111112,29,475,0
2012-12-06,2012-12-07T00:00:00,0.05,0.011111111111111112,29,475,1
2012-12-07,2012-12-08T00:00:00,0.05,0.011111111111111112,29,476,2
2012-12-08,2012-12-09T00:00:00,0.05,0.011111111111111112,29,478,3
2012-12-09,2012-12-10T00:00:00,0.05,0.011111111111111112,29,481,1
2012-12-10,2012-12-11T00:00:00,0.05,0.011111111111111112,29,482,3
2012-12-11,2012-12-12T00:00:00,0.05,0.011111111111111112,29,485,1
2012-12-12,2012-12-13T00:00:00,0.05,0.011111111111111112,30,486,0
2012-12-13,2012-12-14T00:00:00,0.05,0.011111111111111112,30,486,6
2012-12-14,2012-12-15T00:00:00,0.05,0.011111111111111112,30,492,5
2012-12-15,2012-12-16T00:00:00,0.05,0.011111111111111112,30,497,1
2012-12-16,2012-12-17T00:00:00,0.05,0.011111111111111112,30,498,3
2012-12-17,2012-12-18T00:00:00,0.05,0.011111111111111112,30,501,3
