model,model_label,bin,n,mean_probability,observed_rate,abs_calibration_error
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,5857298,0.0004073930630662569,0.0008604650130486787,0.0004530719499824218
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,245463,0.004921857188757859,0.0043428133771688604,0.0005790438115889987
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,2,692229,0.007349542618287022,0.006272490750893129,0.0010770518673938927
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,3,662447,0.022694719412906215,0.018211268222212494,0.004483451190693721
