model,model_label,frame_index,forecast_date,q,rri
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.01,1.2706710228700677
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.01,0.8007980845969672
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,2,2020-01-29,0.01,0.815224463240078
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,3,2020-02-12,0.01,0.8112244897959183
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,4,2020-02-26,0.01,2.0544378698224857
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,5,2020-03-11,0.01,0.5655160267699895
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,6,2020-03-25,0.01,1.0140620006391818
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,7,2020-04-08,0.01,1.0535353535353535
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,8,2020-04-22,0.01,0.9641768292682927
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,9,2020-05-06,0.01,1.0254930254930257
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,10,2020-05-20,0.01,0.9267096774193548
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,11,2020-06-03,0.01,1.1521486643437864
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,12,2020-06-17,0.01,0.7521785659685063
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,13,2020-07-01,0.01,0.9169926119078662
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,14,2020-07-15,0.01,1.0444099378881988
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,15,2020-07-29,0.01,0.8829032258064515
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,16,2020-08-12,0.01,1.0312707917498338
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,17,2020-08-26,0.01,0.860507913139492
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,18,2020-09-09,0.01,0.8286423841059601
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,19,2020-09-23,0.01,1.25
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,20,2020-10-07,0.01,1.0650470219435737
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,21,2020-10-21,0.01,0.6327272727272727
