model,model_label,frame_index,forecast_date,q,q_eff,selected_cells,hit_count,hit_rate,miss_rate,area_coverage,hotspot_density_per_km2,pai,gain,lift,pei_star,oracle_hit_count,iou_jaccard,dice,centroid_distance_m
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.01,0.010012823440546666,570,23.0,0.14556962025316456,0.8544303797468354,0.010012823440546666,1.7933723196881093,14.538318898512102,0.14556962025316456,14.538318898512102,0.14556962025316456,158.0,0.020590868397493287,0.04035087719298246,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.02,0.02000808052418009,1139,35.0,0.22151898734177214,0.7784810126582279,0.02000808052418009,1.3657204175202418,11.071476200531222,0.22151898734177214,11.071476200531222,0.22151898734177214,158.0,0.017873100983020553,0.03511852502194908,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.03,0.030003337607813516,1708,49.0,0.310126582278481,0.689873417721519,0.030003337607813516,1.2750455373406193,10.336402780659887,0.310126582278481,10.336402780659887,0.310126582278481,158.0,0.01939719486720382,0.038056206088992975,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.04,0.04001616104836018,2278,57.0,0.36075949367088606,0.639240506329114,0.04001616104836018,1.1120866256950541,9.015344906146852,0.36075949367088606,9.015344906146852,0.36075949367088606,158.0,0.018783542039355994,0.03687445127304653,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.05,0.050011418131993605,2847,68.0,0.43037974683544306,0.5696202531645569,0.050011418131993605,1.061546267025719,8.605629732385411,0.43037974683544306,8.605629732385411,0.43037974683544306,158.0,0.020795984223736106,0.040744643484369514,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.06,0.06000667521562703,3416,70.0,0.4430379746835443,0.5569620253164558,0.06000667521562703,0.9107468123861566,7.383144843328491,0.4430379746835443,7.383144843328491,0.4430379746835443,158.0,0.02459508098380324,0.04800936768149883,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.07,0.07000193229926045,3985,76.0,0.4810126582278481,0.5189873417721519,0.07000193229926045,0.8476230308099819,6.871419722694282,0.4810126582278481,6.871419722694282,0.4810126582278481,158.0,0.025872055605612048,0.050439146800501884,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.08,0.08001475573980713,4555,82.0,0.5189873417721519,0.4810126582278481,0.08001475573980713,0.8000975728747408,6.486145423724103,0.5189873417721519,6.486145423724103,0.5189873417721519,158.0,0.03276272531459018,0.06344676180021953,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.09,0.09001001282344055,5124,89.0,0.5632911392405063,0.43670886075949367,0.09001001282344055,0.7719663457368375,6.258094200535578,0.5632911392405063,6.258094200535578,0.5632911392405063,158.0,0.041886945912972755,0.08040593286494926,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.1,0.10000526990707397,5693,95.0,0.6012658227848101,0.3987341772151899,0.10000526990707397,0.7416515408786619,6.012341383044245,0.6012658227848101,6.012341383044245,0.6012658227848101,158.0,0.04959439528023599,0.0945020200245916,1233.9354279441557
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.01,0.010012823440546666,570,35.0,0.2023121387283237,0.7976878612716762,0.010012823440546666,2.7290448343079925,20.205303721732076,0.2023121387283237,20.205303721732076,0.2023121387283237,173.0,0.02702702702702703,0.05263157894736842,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.02,0.02000808052418009,1139,51.0,0.2947976878612717,0.7052023121387283,0.02000808052418009,1.990049751243781,14.733931498576483,0.2947976878612717,14.733931498576483,0.2947976878612717,173.0,0.022900763358778626,0.04477611940298507,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.03,0.030003337607813516,1708,68.0,0.3930635838150289,0.6069364161849711,0.030003337607813516,1.7694509497788187,13.100661964776435,0.3930635838150289,13.100661964776435,0.3930635838150289,173.0,0.023673958645489962,0.04625292740046839,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.04,0.04001616104836018,2278,72.0,0.4161849710982659,0.5838150289017341,0.04001616104836018,1.404741000877963,10.400422234289282,0.4161849710982659,10.400422234289282,0.4161849710982659,173.0,0.021524663677130046,0.04214223002633889,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.05,0.050011418131993605,2847,80.0,0.4624277456647399,0.5375722543352601,0.050011418131993605,1.2488779612067282,9.24644337107715,0.4624277456647399,9.24644337107715,0.4624277456647399,173.0,0.022629310344827586,0.044257112750263436,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.06,0.06000667521562703,3416,85.0,0.4913294797687861,0.5086705202312138,0.06000667521562703,1.1059068436117616,8.18791372798527,0.4913294797687861,8.18791372798527,0.4913294797687861,173.0,0.027059530968129887,0.05269320843091335,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.07,0.07000193229926045,3985,90.0,0.5202312138728323,0.47976878612716767,0.07000193229926045,1.0037641154328734,7.431669338052378,0.5202312138728323,7.431669338052378,0.5202312138728323,173.0,0.027326630574890435,0.053199498117942286,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.08,0.08001475573980713,4555,92.0,0.5317919075144508,0.4682080924855492,0.08001475573980713,0.8976704476155629,6.646172978940755,0.5317919075144508,6.646172978940755,0.5317919075144508,173.0,0.03299693842839324,0.06388583973655323,478.5609481135414
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.09,0.09001001282344055,5124,100.0,0.5780346820809249,0.4219653179190751,0.09001001282344055,0.8673779165582444,6.421893119988448,0.5780346820809249,6.421893119988448,0.5780346820809249,173.0,0.04231082180634662,0.08118657298985169,478.5609481135414
