model,model_label,frame_index,forecast_date,q,allocation_share_gap,allocation_to_crime_ratio_gap,subgroup_fpr_gap,subgroup_fnr_gap,allocation_gini_frame
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.01,0.08947368421052632,2.314561403508772,0.0945781497309794,0.5,0.9899871765594532
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.05,0.04636459430979979,2.1135112984428055,0.27556480058343125,1.0,0.9499885818680063
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0,2020-01-01,0.1,0.039873528895134375,1.4547397388605892,0.3914961164781184,0.8,0.8999947300929261
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.01,0.09122807017543859,3.295238095238096,0.10234303107972134,0.4444444444444444,0.9899871765594532
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.05,0.04636459430979979,3.3044976332647567,0.27904574251410125,0.5238095238095237,0.9499885818680063
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,1,2020-01-15,0.1,0.038116985772000705,2.3246969963112596,0.40218893541243206,0.6666666666666667,0.8999947300929261
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,2,2020-01-29,0.01,0.09649122807017543,3.2973684210526315,0.10703144677189153,0.625,0.9899871765594532
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,2,2020-01-29,0.05,0.04847207586933615,1.8469002458728487,0.2800469097141136,0.775,0.9499885818680063
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,2,2020-01-29,0.1,0.04004918320744774,1.1044045318812574,0.4035863644950046,0.875,0.8999947300929261
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,3,2020-02-12,0.01,0.09649122807017543,3.498464912280702,0.10309082717635465,0.5555555555555556,0.9899871765594532
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,3,2020-02-12,0.05,0.0505795574288725,2.5922901299613628,0.2766601554726665,1.0,0.9499885818680063
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,3,2020-02-12,0.1,0.03917091164588091,2.588090637625154,0.4056794076052797,1.0,0.8999947300929261
