model,model_label,q,category,metric,mean,std,n,k,note
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,hit_count,27.938931297709924,8.346123674350348,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,hit_rate,0.15861129683088107,0.03624844239958661,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,miss_rate,0.8413887031691187,0.03624844239958661,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,area_coverage,0.010012823440546666,0.0,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,hotspot_density_per_km2,2.178474175260033,0.6507698771423275,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,pai,15.840816306476437,3.6202018955811694,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,pei_star,0.15861129683088107,0.03624844239958661,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,iou_jaccard,0.023793633219243437,0.006999880573942647,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,dice,0.04639078612561939,0.013341783502680189,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.01,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,hit_count,42.152671755725194,11.139308970724937,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,hit_rate,0.23910279412239752,0.04213525923904646,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,miss_rate,0.7608972058776023,0.04213525923904646,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,area_coverage,0.02000808052418009,0.0,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,hotspot_density_per_km2,1.6448218419949348,0.4346623342395839,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,pai,11.950311467081407,2.1059121182626845,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,pei_star,0.23910279412239752,0.04213525923904646,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,iou_jaccard,0.019070706582733854,0.004450769450572277,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,dice,0.03739050593462861,0.008568315466501705,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.02,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,hit_count,53.534351145038165,13.353361841138135,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,hit_rate,0.302663937291123,0.04214470145088787,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,miss_rate,0.697336062708877,0.04214470145088787,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,area_coverage,0.03000333760781352,3.482765415328467e-18,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,hotspot_density_per_km2,1.3930354188144205,0.3474723351844428,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,pai,10.0876756195385,1.4046671074324906,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,pei_star,0.302663937291123,0.04214470145088787,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,iou_jaccard,0.021997514083474164,0.003773572245385618,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,dice,0.043021613601015425,0.0072224287331801185,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.03,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,hit_count,62.7557251908397,14.7058813996062,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,hit_rate,0.3552136714845587,0.042504554074530944,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,miss_rate,0.6447863285154413,0.042504554074530944,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,area_coverage,0.04001616104836018,0.0,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,hotspot_density_per_km2,1.2243825029917021,0.2869160355010477,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,pai,8.876755345303547,1.0621847014051025,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,pei_star,0.3552136714845587,0.042504554074530944,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,iou_jaccard,0.022228460423706794,0.003618834369575027,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,dice,0.04346587672325396,0.006923798285459354,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.04,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,hit_count,70.80916030534351,16.159833635766272,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,hit_rate,0.40081850401395513,0.04438032119682579,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,miss_rate,0.5991814959860449,0.04438032119682579,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,area_coverage,0.050011418131993605,0.0,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,hotspot_density_per_km2,1.1053999969612223,0.25227075105594615,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,pai,8.014539858799589,0.8874037740680373,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,pei_star,0.40081850401395513,0.04438032119682579,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,iou_jaccard,0.023848856717406525,0.0026450571414477378,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,dice,0.04657373370120416,0.005047696626059341,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.05,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,hit_count,78.09160305343511,17.634516146414235,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,hit_rate,0.4424691319329683,0.04988059110738399,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,miss_rate,0.5575308680670317,0.04988059110738399,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,area_coverage,0.06000667521562704,6.965530830656934e-18,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,hotspot_density_per_km2,1.01602397935773,0.22943684811884252,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,pai,7.373665185464897,0.8312507054947448,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,pei_star,0.4424691319329683,0.04988059110738399,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,iou_jaccard,0.028475958723380032,0.0022454779944516574,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,dice,0.05536585801884262,0.004246927128277731,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.06,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,hit_count,84.38167938931298,18.760210764466038,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,hit_rate,0.47831997810837174,0.05176244202281648,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,miss_rate,0.5216800218916284,0.05176244202281648,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,area_coverage,0.07000193229926044,1.3931061661313868e-17,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,hotspot_density_per_km2,0.9411033530106006,0.20923140403698354,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,pai,6.832953925665063,0.7394430456795166,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,pei_star,0.47831997810837174,0.05176244202281648,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,iou_jaccard,0.03030299865563468,0.0027000483283188877,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,dice,0.05881023303035237,0.0050898428761119215,131,,
our_vol2,Our vol2 ETAS-enhanced STNPP-GAT,0.07,hotspot_ranking,centroid_distance_m,1200.761800674527,720.5360990803479,131,,
