model,model_label,frame_index,forecast_date,mae,rmse,poisson_deviance,rmsle,mase,r2,pearson,spearman,residual_morans_i,brier_score,log_loss,probability_oe_ratio,count_oe_ratio,roc_auc,pr_auc_average_precision,poisson_log_likelihood,poisson_log_likelihood_per_event,centroid_distance_m,predicted_events,actual_events
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.0056272416882815444,0.05295971990915197,0.028936406069668727,0.036505195792090085,1.015258914450077,0.011738557984451115,0.11203142221708735,0.06290256965981644,-0.0011171709817574967,0.0026998385862706032,0.017012146493615935,0.9370068178606535,0.9388037111111673,0.8473474629742794,0.02727682139583323,-980.2450998028959,-6.20408291014491,1204.3301966206816,168.2992920990814,158.0
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.005810209716050775,0.05731971737921665,0.02994593605139525,0.03825800878918337,1.0009757751502246,0.018048379305303563,0.13468505613014436,0.06530161127617445,-0.0012218733714467738,0.0028588385210472494,0.017401191325576534,1.0197434822785159,1.051686130057017,0.8495856012623634,0.03609895630922134,-1020.2785544636561,-5.89756389863385,629.4327335937334,164.49774800264868,173.0
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.005938864789918386,0.05595049781052536,0.03206569105993086,0.038718166357777355,1.0050277432531742,0.012356446716003,0.11267175312556667,0.06677409344475109,0.0007807784303725498,0.0030774997883543016,0.019043645702273376,1.0876216562777914,1.0821484889110913,0.84525634367462,0.027133403002261258,-1091.008650303782,-6.095020392758558,1393.194094982391,165.41168040637217,179.0
our_vol3,Our vol3 STNPP-GAT-ZINB,3,2020-02-12,0.00565593171846811,0.05311052195532459,0.02928136140730409,0.03662040497475209,1.0165359138385226,0.012182566529289951,0.11352042252584751,0.0619057114559239,0.0031246573133157725,0.002719099239965736,0.017250844603391484,0.939935042660291,0.9416879216133728,0.8407525505195285,0.029603616522893214,-991.06373605568,-6.233105258211824,2321.76728444886,168.8457463992836,159.0
our_vol3,Our vol3 STNPP-GAT-ZINB,4,2020-02-26,0.0057752494937992295,0.055674010180045114,0.03086069982796444,0.03793029553236001,1.0063139829432717,0.00593529179535357,0.08838807260115031,0.06343385003538125,-0.0068596058739446054,0.00283620940447228,0.017774159482539686,0.9935013720967965,1.0131387957043965,0.8427020301037598,0.020138699068956264,-1042.937793650466,-6.20796305744325,3012.595744738658,165.8213077145033,168.0
our_vol3,Our vol3 STNPP-GAT-ZINB,5,2020-03-11,0.005717396502276191,0.05428566693407847,0.031471119883382456,0.03753607619027634,0.9981558129821437,0.016059963498571084,0.12682420512416065,0.062763577127129,0.002055725260878345,0.002894474383016815,0.01854666047293767,1.040643408877026,1.0360498402992595,0.8340121117775324,0.03533224670342078,-1064.0850736200966,-6.296361382367436,417.22357358510504,163.11956570659277,169.0
our_vol3,Our vol3 STNPP-GAT-ZINB,6,2020-03-25,0.005642347482343772,0.05546013451247861,0.03228693208738666,0.037752002836872196,0.9877360394589447,0.00800246345650546,0.0950347126884618,0.05942148689701018,0.0033724497470460977,0.0028142507910442157,0.01853375987365712,1.0277394777235593,1.0486632793488952,0.8220038103813319,0.02122470167854458,-1082.5333555665302,-6.482235662075031,912.9677332075134,159.2503554655682,167.0
our_vol3,Our vol3 STNPP-GAT-ZINB,7,2020-04-08,0.005388181037918877,0.052320447723723476,0.029398155298913143,0.03575117930791525,0.99649759018594,0.004957374041541063,0.08647057522134809,0.05775812627410886,0.004064631041855264,0.0025282622790576883,0.016912568871773587,0.9036673767274395,0.9190568952879032,0.8307782699471298,0.017164262257228644,-983.0018046283744,-6.597327547841439,1428.27762134569,162.1227159754069,149.0
our_vol3,Our vol3 STNPP-GAT-ZINB,8,2020-04-22,0.005690867424389817,0.05443171382770303,0.030321589692240237,0.03735248105050249,1.0025935752530468,0.010894723418741425,0.1073486921378809,0.06408756608235601,0.00189660407383012,0.002806010452702633,0.017722804633771592,0.9941244658777345,1.0020277978878853,0.8472942921488094,0.026037720739787103,-1025.9791266634002,-6.218055313111516,264.34403284053514,164.66609044958,165.0
our_vol3,Our vol3 STNPP-GAT-ZINB,9,2020-05-06,0.00570947493841812,0.05461951555746074,0.029271838835752854,0.03732787369199465,1.0088297239665842,0.009897543243758244,0.1038219358263524,0.06548050335260897,-0.00444885738984875,0.0027737212010978747,0.017076316185365738,0.9704290962265981,0.9842596975227904,0.8570465675480472,0.0240550743935239,-994.4063959792115,-6.063453634019583,332.64178159816913,166.6226915647967,164.0
