model,model_label,area_id,area_name,brier_score,probability_oe_ratio,mean_probability,observed_rate
our_vol3,Our vol3 STNPP-GAT-ZINB,05,HARBOR,0.0018342520158304307,1.0218175135898089,0.0018110870150849223,0.0018506004256575166
our_vol3,Our vol3 STNPP-GAT-ZINB,18,SOUTHEAST,0.005944093903875229,1.0358990001563764,0.005795761477202177,0.006003823591032894
our_vol3,Our vol3 STNPP-GAT-ZINB,14,PACIFIC,0.003507973087697947,0.9954298678700207,0.003592953085899353,0.003576532791246442
our_vol3,Our vol3 STNPP-GAT-ZINB,12,77TH STREET,0.0062350331256744735,1.0310956504631674,0.006129937712103128,0.006320551897568889
our_vol3,Our vol3 STNPP-GAT-ZINB,13,NEWTON,0.0072395312130936465,1.0223058431592302,0.007188885938376188,0.007349239907379442
our_vol3,Our vol3 STNPP-GAT-ZINB,03,SOUTHWEST,0.006090883539842596,1.0731880157449636,0.005760715343058109,0.006182330706643603
our_vol3,Our vol3 STNPP-GAT-ZINB,04,HOLLENBECK,0.0036912755334877942,1.0059606333961029,0.0037061625625938177,0.0037282535878199285
our_vol3,Our vol3 STNPP-GAT-ZINB,08,WEST LOS ANGELES,0.0010962174569950562,1.0068939222550048,0.0010996944038197398,0.0011072756481041687
our_vol3,Our vol3 STNPP-GAT-ZINB,07,WILSHIRE,0.005640993365213547,0.9378807594323291,0.006099930964410305,0.005721007918407662
our_vol3,Our vol3 STNPP-GAT-ZINB,01,CENTRAL,0.01704832382766066,1.1505160141099253,0.01576930098235607,0.01814283358073561
our_vol3,Our vol3 STNPP-GAT-ZINB,20,OLYMPIC,0.011912825371383074,1.0477814641406469,0.011673752218484879,0.01223154149193036
our_vol3,Our vol3 STNPP-GAT-ZINB,02,RAMPART,0.011953866275930609,1.1607749735783934,0.010542384348809719,0.012237336063575643
our_vol3,Our vol3 STNPP-GAT-ZINB,11,NORTHEAST,0.0026367185519661934,1.0270430110899893,0.002594563877210021,0.0026647286821705426
our_vol3,Our vol3 STNPP-GAT-ZINB,06,HOLLYWOOD,0.004603031048259904,0.9766707987159885,0.004823821596801281,0.004711285895218242
our_vol3,Our vol3 STNPP-GAT-ZINB,15,NORTH HOLLYWOOD,0.0036347613373292438,1.0037817024878037,0.0036747362464666367,0.0036886329113188752
our_vol3,Our vol3 STNPP-GAT-ZINB,10,WEST VALLEY,0.0021372104848852826,1.0140885032861582,0.0021306208800524473,0.002160638047198559
our_vol3,Our vol3 STNPP-GAT-ZINB,09,VAN NUYS,0.004078624544362988,1.016206012129041,0.004067928995937109,0.004133853721623057
our_vol3,Our vol3 STNPP-GAT-ZINB,21,TOPANGA,0.0016499246606615885,0.9185736120848448,0.0018108909716829658,0.0016634366925064599
our_vol3,Our vol3 STNPP-GAT-ZINB,19,MISSION,0.0023642959073820993,0.9899823748832322,0.002412971341982484,0.0023887990714256103
our_vol3,Our vol3 STNPP-GAT-ZINB,16,FOOTHILL,0.0011259927306848465,1.025963459847164,0.00110505276825279,0.0011337437879702188
our_vol3,Our vol3 STNPP-GAT-ZINB,17,DEVONSHIRE,0.0013795823712306574,0.9800814249292098,0.001421082648448646,0.0013927767151812663
