model,model_label,frame_index,forecast_date,predicted_events,actual_events,cumulative_predicted_events,cumulative_actual_events,cumulative_error
our_vol3,Our vol3 STNPP-GAT-ZINB,35,2021-05-05,164.38302612304688,171.0,5951.55712890625,6053.0,-101.44287109375
our_vol3,Our vol3 STNPP-GAT-ZINB,36,2021-05-19,164.0023956298828,154.0,6115.5595703125,6207.0,-91.4404296875
our_vol3,Our vol3 STNPP-GAT-ZINB,37,2021-06-02,164.4418487548828,145.0,6280.00146484375,6352.0,-71.99853515625
our_vol3,Our vol3 STNPP-GAT-ZINB,38,2021-06-16,163.1381378173828,162.0,6443.1396484375,6514.0,-70.8603515625
our_vol3,Our vol3 STNPP-GAT-ZINB,39,2021-06-30,162.96929931640625,201.0,6606.10888671875,6715.0,-108.89111328125
our_vol3,Our vol3 STNPP-GAT-ZINB,40,2021-07-14,168.65992736816406,183.0,6774.76904296875,6898.0,-123.23095703125
our_vol3,Our vol3 STNPP-GAT-ZINB,41,2021-07-28,167.8084716796875,167.0,6942.57763671875,7065.0,-122.42236328125
our_vol3,Our vol3 STNPP-GAT-ZINB,42,2021-08-11,164.28392028808594,161.0,7106.861328125,7226.0,-119.138671875
our_vol3,Our vol3 STNPP-GAT-ZINB,43,2021-08-25,167.89906311035156,166.0,7274.76025390625,7392.0,-117.23974609375
our_vol3,Our vol3 STNPP-GAT-ZINB,44,2021-09-08,168.96556091308594,175.0,7443.7255859375,7567.0,-123.2744140625
our_vol3,Our vol3 STNPP-GAT-ZINB,45,2021-09-22,172.70474243164062,201.0,7616.43017578125,7768.0,-151.56982421875
our_vol3,Our vol3 STNPP-GAT-ZINB,46,2021-10-06,177.28334045410156,195.0,7793.71337890625,7963.0,-169.28662109375
our_vol3,Our vol3 STNPP-GAT-ZINB,47,2021-10-20,178.6256103515625,182.0,7972.3388671875,8145.0,-172.6611328125
our_vol3,Our vol3 STNPP-GAT-ZINB,48,2021-11-03,182.30081176757812,199.0,8154.6396484375,8344.0,-189.3603515625
our_vol3,Our vol3 STNPP-GAT-ZINB,49,2021-11-17,180.91574096679688,181.0,8335.5556640625,8525.0,-189.4443359375
our_vol3,Our vol3 STNPP-GAT-ZINB,50,2021-12-01,179.5513153076172,252.0,8515.107421875,8777.0,-261.892578125
our_vol3,Our vol3 STNPP-GAT-ZINB,51,2021-12-15,182.95327758789062,186.0,8698.060546875,8963.0,-264.939453125
our_vol3,Our vol3 STNPP-GAT-ZINB,52,2021-12-29,183.330810546875,205.0,8881.3916015625,9168.0,-286.6083984375
our_vol3,Our vol3 STNPP-GAT-ZINB,53,2022-01-12,183.11485290527344,211.0,9064.5068359375,9379.0,-314.4931640625
our_vol3,Our vol3 STNPP-GAT-ZINB,54,2022-01-26,185.61940002441406,180.0,9250.1259765625,9559.0,-308.8740234375
our_vol3,Our vol3 STNPP-GAT-ZINB,55,2022-02-09,187.1375274658203,192.0,9437.263671875,9751.0,-313.736328125
our_vol3,Our vol3 STNPP-GAT-ZINB,56,2022-02-23,182.97003173828125,166.0,9620.2333984375,9917.0,-296.7666015625
our_vol3,Our vol3 STNPP-GAT-ZINB,57,2022-03-09,185.53762817382812,186.0,9805.771484375,10103.0,-297.228515625
our_vol3,Our vol3 STNPP-GAT-ZINB,58,2022-03-23,182.0611114501953,203.0,9987.8330078125,10306.0,-318.1669921875
our_vol3,Our vol3 STNPP-GAT-ZINB,59,2022-04-06,183.3173370361328,209.0,10171.150390625,10515.0,-343.849609375
our_vol3,Our vol3 STNPP-GAT-ZINB,60,2022-04-20,185.1672821044922,205.0,10356.3173828125,10720.0,-363.6826171875
our_vol3,Our vol3 STNPP-GAT-ZINB,61,2022-05-04,191.37725830078125,226.0,10547.6943359375,10946.0,-398.3056640625
our_vol3,Our vol3 STNPP-GAT-ZINB,62,2022-05-18,188.08401489257812,208.0,10735.7783203125,11154.0,-418.2216796875
our_vol3,Our vol3 STNPP-GAT-ZINB,63,2022-06-01,187.8473358154297,211.0,10923.6259765625,11365.0,-441.3740234375
our_vol3,Our vol3 STNPP-GAT-ZINB,64,2022-06-15,187.3291473388672,210.0,11110.955078125,11575.0,-464.044921875
our_vol3,Our vol3 STNPP-GAT-ZINB,65,2022-06-29,186.55593872070312,197.0,11297.5107421875,11772.0,-474.4892578125
our_vol3,Our vol3 STNPP-GAT-ZINB,66,2022-07-13,183.674560546875,202.0,11481.185546875,11974.0,-492.814453125
our_vol3,Our vol3 STNPP-GAT-ZINB,67,2022-07-27,184.58441162109375,227.0,11665.76953125,12201.0,-535.23046875
our_vol3,Our vol3 STNPP-GAT-ZINB,68,2022-08-10,189.25546264648438,173.0,11855.025390625,12374.0,-518.974609375
our_vol3,Our vol3 STNPP-GAT-ZINB,69,2022-08-24,184.5922088623047,189.0,12039.6171875,12563.0,-523.3828125
our_vol3,Our vol3 STNPP-GAT-ZINB,70,2022-09-07,184.17257690429688,198.0,12223.7900390625,12761.0,-537.2099609375
our_vol3,Our vol3 STNPP-GAT-ZINB,71,2022-09-21,189.19216918945312,220.0,12412.982421875,12981.0,-568.017578125
our_vol3,Our vol3 STNPP-GAT-ZINB,72,2022-10-05,185.9054718017578,196.0,12598.8876953125,13177.0,-578.1123046875
our_vol3,Our vol3 STNPP-GAT-ZINB,73,2022-10-19,188.15179443359375,198.0,12787.0390625,13375.0,-587.9609375
our_vol3,Our vol3 STNPP-GAT-ZINB,74,2022-11-02,192.75930786132812,214.0,12979.798828125,13589.0,-609.201171875
our_vol3,Our vol3 STNPP-GAT-ZINB,75,2022-11-16,191.18658447265625,230.0,13170.9853515625,13819.0,-648.0146484375
our_vol3,Our vol3 STNPP-GAT-ZINB,76,2022-11-30,191.73593139648438,199.0,13362.7216796875,14018.0,-655.2783203125
our_vol3,Our vol3 STNPP-GAT-ZINB,77,2022-12-14,194.6110076904297,210.0,13557.3330078125,14228.0,-670.6669921875
our_vol3,Our vol3 STNPP-GAT-ZINB,78,2022-12-28,194.51031494140625,208.0,13751.84375,14436.0,-684.15625
our_vol3,Our vol3 STNPP-GAT-ZINB,79,2023-01-11,195.23423767089844,211.0,13947.078125,14647.0,-699.921875
our_vol3,Our vol3 STNPP-GAT-ZINB,80,2023-01-25,194.29336547851562,224.0,14141.37109375,14871.0,-729.62890625
our_vol3,Our vol3 STNPP-GAT-ZINB,81,2023-02-08,192.9492950439453,188.0,14334.3203125,15059.0,-724.6796875
our_vol3,Our vol3 STNPP-GAT-ZINB,82,2023-02-22,193.54403686523438,201.0,14527.8642578125,15260.0,-732.1357421875
our_vol3,Our vol3 STNPP-GAT-ZINB,83,2023-03-08,190.47113037109375,185.0,14718.3349609375,15445.0,-726.6650390625
our_vol3,Our vol3 STNPP-GAT-ZINB,84,2023-03-22,190.505859375,190.0,14908.8408203125,15635.0,-726.1591796875
our_vol3,Our vol3 STNPP-GAT-ZINB,85,2023-04-05,184.5971221923828,173.0,15093.4375,15808.0,-714.5625
our_vol3,Our vol3 STNPP-GAT-ZINB,86,2023-04-19,180.9957275390625,212.0,15274.43359375,16020.0,-745.56640625
our_vol3,Our vol3 STNPP-GAT-ZINB,87,2023-05-03,182.76568603515625,156.0,15457.19921875,16176.0,-718.80078125
our_vol3,Our vol3 STNPP-GAT-ZINB,88,2023-05-17,178.73883056640625,186.0,15635.9384765625,16362.0,-726.0615234375
our_vol3,Our vol3 STNPP-GAT-ZINB,89,2023-05-31,176.43441772460938,187.0,15812.373046875,16549.0,-736.626953125
our_vol3,Our vol3 STNPP-GAT-ZINB,90,2023-06-14,180.93714904785156,173.0,15993.310546875,16722.0,-728.689453125
our_vol3,Our vol3 STNPP-GAT-ZINB,91,2023-06-28,182.23765563964844,196.0,16175.5478515625,16918.0,-742.4521484375
our_vol3,Our vol3 STNPP-GAT-ZINB,92,2023-07-12,185.44943237304688,234.0,16360.9970703125,17152.0,-791.0029296875
our_vol3,Our vol3 STNPP-GAT-ZINB,93,2023-07-26,185.6534881591797,187.0,16546.650390625,17339.0,-792.349609375
our_vol3,Our vol3 STNPP-GAT-ZINB,94,2023-08-09,187.54896545410156,170.0,16734.19921875,17509.0,-774.80078125
our_vol3,Our vol3 STNPP-GAT-ZINB,95,2023-08-23,183.9158935546875,181.0,16918.115234375,17690.0,-771.884765625
our_vol3,Our vol3 STNPP-GAT-ZINB,96,2023-09-06,185.796630859375,195.0,17103.912109375,17885.0,-781.087890625
our_vol3,Our vol3 STNPP-GAT-ZINB,97,2023-09-20,186.5625,197.0,17290.474609375,18082.0,-791.525390625
our_vol3,Our vol3 STNPP-GAT-ZINB,98,2023-10-04,185.97119140625,210.0,17476.4453125,18292.0,-815.5546875
our_vol3,Our vol3 STNPP-GAT-ZINB,99,2023-10-18,189.89297485351562,189.0,17666.337890625,18481.0,-814.662109375
our_vol3,Our vol3 STNPP-GAT-ZINB,100,2023-11-01,190.88058471679688,218.0,17857.21875,18699.0,-841.78125
our_vol3,Our vol3 STNPP-GAT-ZINB,101,2023-11-15,192.84561157226562,193.0,18050.064453125,18892.0,-841.935546875
our_vol3,Our vol3 STNPP-GAT-ZINB,102,2023-11-29,192.94094848632812,223.0,18243.005859375,19115.0,-871.994140625
our_vol3,Our vol3 STNPP-GAT-ZINB,103,2023-12-13,194.90794372558594,208.0,18437.9140625,19323.0,-885.0859375
our_vol3,Our vol3 STNPP-GAT-ZINB,104,2023-12-27,192.77645874023438,197.0,18630.69140625,19520.0,-889.30859375
our_vol3,Our vol3 STNPP-GAT-ZINB,105,2024-01-10,188.1688232421875,196.0,18818.859375,19716.0,-897.140625
our_vol3,Our vol3 STNPP-GAT-ZINB,106,2024-01-24,189.39035034179688,226.0,19008.25,19942.0,-933.75
our_vol3,Our vol3 STNPP-GAT-ZINB,107,2024-02-07,187.82089233398438,214.0,19196.0703125,20156.0,-959.9296875
our_vol3,Our vol3 STNPP-GAT-ZINB,108,2024-02-21,189.10736083984375,207.0,19385.177734375,20363.0,-977.822265625
our_vol3,Our vol3 STNPP-GAT-ZINB,109,2024-03-06,191.258544921875,193.0,19576.435546875,20556.0,-979.564453125
our_vol3,Our vol3 STNPP-GAT-ZINB,110,2024-03-20,180.7903594970703,186.0,19757.2265625,20742.0,-984.7734375
our_vol3,Our vol3 STNPP-GAT-ZINB,111,2024-04-03,173.0028076171875,150.0,19930.228515625,20892.0,-961.771484375
our_vol3,Our vol3 STNPP-GAT-ZINB,112,2024-04-17,162.825439453125,171.0,20093.0546875,21063.0,-969.9453125
our_vol3,Our vol3 STNPP-GAT-ZINB,113,2024-05-01,159.06072998046875,179.0,20252.115234375,21242.0,-989.884765625
our_vol3,Our vol3 STNPP-GAT-ZINB,114,2024-05-15,153.51739501953125,117.0,20405.6328125,21359.0,-953.3671875
our_vol3,Our vol3 STNPP-GAT-ZINB,115,2024-05-29,140.25914001464844,111.0,20545.892578125,21470.0,-924.107421875
our_vol3,Our vol3 STNPP-GAT-ZINB,116,2024-06-12,135.12815856933594,143.0,20681.021484375,21613.0,-931.978515625
our_vol3,Our vol3 STNPP-GAT-ZINB,117,2024-06-26,135.140625,107.0,20816.162109375,21720.0,-903.837890625
our_vol3,Our vol3 STNPP-GAT-ZINB,118,2024-07-10,130.81834411621094,131.0,20946.98046875,21851.0,-904.01953125
our_vol3,Our vol3 STNPP-GAT-ZINB,119,2024-07-24,128.92201232910156,137.0,21075.90234375,21988.0,-912.09765625
our_vol3,Our vol3 STNPP-GAT-ZINB,120,2024-08-07,130.64923095703125,115.0,21206.55078125,22103.0,-896.44921875
our_vol3,Our vol3 STNPP-GAT-ZINB,121,2024-08-21,128.5447998046875,127.0,21335.095703125,22230.0,-894.904296875
our_vol3,Our vol3 STNPP-GAT-ZINB,122,2024-09-04,123.03140258789062,110.0,21458.126953125,22340.0,-881.873046875
our_vol3,Our vol3 STNPP-GAT-ZINB,123,2024-09-18,124.89664459228516,127.0,21583.0234375,22467.0,-883.9765625
our_vol3,Our vol3 STNPP-GAT-ZINB,124,2024-10-02,126.90206146240234,119.0,21709.92578125,22586.0,-876.07421875
our_vol3,Our vol3 STNPP-GAT-ZINB,125,2024-10-16,126.18539428710938,126.0,21836.111328125,22712.0,-875.888671875
our_vol3,Our vol3 STNPP-GAT-ZINB,126,2024-10-30,123.09635925292969,114.0,21959.20703125,22826.0,-866.79296875
our_vol3,Our vol3 STNPP-GAT-ZINB,127,2024-11-13,120.70195007324219,106.0,22079.908203125,22932.0,-852.091796875
our_vol3,Our vol3 STNPP-GAT-ZINB,128,2024-11-27,120.31259155273438,122.0,22200.220703125,23054.0,-853.779296875
