model,model_label,frame_index,forecast_date,q,tp,fp,tn,fn,accuracy,recall_tpr,specificity_tnr,precision_ppv,fpr,fnr,f1,balanced_accuracy,mcc
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.01,24,546,56225,132,0.9880900100128235,0.15384615384615385,0.990382413556217,0.042105263157894736,0.009617586443782918,0.8461538461538461,0.06611570247933884,0.5721142837011854,0.07572957157364511
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.05,66,2781,53990,90,0.9495669893020886,0.4230769230769231,0.9510137217945782,0.023182297154899896,0.048986278205421785,0.5769230769230769,0.04395604395604396,0.6870453224357507,0.0897202229063955
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.1,93,5600,51171,63,0.9005217208003232,0.5961538461538461,0.9013580877560726,0.01633585104514316,0.09864191224392736,0.40384615384615385,0.031800307744913665,0.7487559669549594,0.0866920654350047
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.01,30,540,56221,136,0.98812514272665,0.18072289156626506,0.9904864255386621,0.05263157894736842,0.00951357446133789,0.8192771084337349,0.08152173913043478,0.5856046585524636,0.0927246274186396
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.05,70,2777,53984,96,0.9495318565882621,0.42168674698795183,0.9510755624460457,0.024587284861257466,0.0489244375539543,0.5783132530120482,0.04646531695984069,0.6863811547169988,0.09221445031010642
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.1,98,5595,51166,68,0.9005217208003232,0.5903614457831325,0.9014287979422491,0.017214122606709993,0.09857120205775093,0.40963855421686746,0.03345280764635603,0.7458951218626908,0.08839124439292688
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.01,28,542,56207,150,0.987844081016038,0.15730337078651685,0.9904491709105007,0.04912280701754386,0.009550829089499375,0.8426966292134831,0.07486631016042782,0.5738762708485088,0.08285385253406918
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.05,77,2770,53979,101,0.9495669893020886,0.43258426966292135,0.951188567199422,0.02704601334738321,0.04881143280057798,0.5674157303370787,0.05090909090909091,0.6918864184311717,0.09829949010809177
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.1,105,5588,51161,73,0.9005568535141497,0.5898876404494382,0.9015313045163792,0.018443702792903565,0.09846869548362086,0.4101123595505618,0.03576903423607562,0.7457094724829088,0.09145159386623897
our_vol3,Our vol3 STNPP-GAT-ZINB,3,2020-02-12,0.01,19,551,56219,138,0.9878967800867778,0.12101910828025478,0.9902941694556985,0.03333333333333333,0.009705830544301568,0.8789808917197452,0.052269601100412656,0.5556566388679767,0.05863337364812491
our_vol3,Our vol3 STNPP-GAT-ZINB,3,2020-02-12,0.05,63,2784,53986,94,0.9494440248036959,0.4012738853503185,0.95096001409195,0.022128556375131718,0.049039985908050025,0.5987261146496815,0.041944074567243674,0.6761169497211342,0.08474778360246864
our_vol3,Our vol3 STNPP-GAT-ZINB,3,2020-02-12,0.1,90,5603,51167,67,0.9003987563019306,0.5732484076433121,0.9013035053725559,0.015808888108203058,0.09869649462744408,0.4267515923566879,0.03076923076923077,0.737275956507934,0.08295513566530728
our_vol3,Our vol3 STNPP-GAT-ZINB,4,2020-02-26,0.01,16,554,56210,147,0.9876859838038189,0.09815950920245399,0.9902402931435417,0.028070175438596492,0.009759706856458319,0.901840490797546,0.043656207366985,0.5441999011729979,0.04744279106436527
our_vol3,Our vol3 STNPP-GAT-ZINB,4,2020-02-26,0.05,54,2793,53971,109,0.9490224322377782,0.3312883435582822,0.950796279331971,0.018967334035827187,0.049203720668029034,0.6687116564417178,0.035880398671096346,0.6410423114451266,0.06915086789784838
our_vol3,Our vol3 STNPP-GAT-ZINB,4,2020-02-26,0.1,92,5601,51163,71,0.9003636235881041,0.5644171779141104,0.9013283066732436,0.01616019673282979,0.09867169332675639,0.43558282208588955,0.031420765027322405,0.7328727422936769,0.0829524518480826
our_vol3,Our vol3 STNPP-GAT-ZINB,5,2020-03-11,0.01,34,536,56223,134,0.9882305408681293,0.20238095238095238,0.9905565637167674,0.05964912280701754,0.009443436283232616,0.7976190476190477,0.09214092140921408,0.5964687580488599,0.10511805835793367
our_vol3,Our vol3 STNPP-GAT-ZINB,5,2020-03-11,0.05,73,2774,53985,95,0.9496021220159151,0.43452380952380953,0.9511266935640162,0.02564102564102564,0.04887330643598372,0.5654761904761905,0.048424543946932005,0.6928252515439128,0.09597405304378452
our_vol3,Our vol3 STNPP-GAT-ZINB,5,2020-03-11,0.1,102,5591,51168,66,0.9006271189418027,0.6071428571428571,0.901495798023221,0.017916739855963464,0.09850420197677902,0.39285714285714285,0.03480634703975431,0.7543193275830391,0.09196692103037532
our_vol3,Our vol3 STNPP-GAT-ZINB,6,2020-03-25,0.01,21,549,56216,141,0.9878792137298645,0.12962962962962962,0.9903285475204792,0.03684210526315789,0.009671452479520832,0.8703703703703703,0.057377049180327856,0.5599790885750544,0.06418245499140177
our_vol3,Our vol3 STNPP-GAT-ZINB,6,2020-03-25,0.05,53,2794,53971,109,0.949004865880865,0.3271604938271605,0.9507795296397428,0.018616087109237796,0.0492204703602572,0.6728395061728395,0.035227650382186775,0.6389700117334516,0.06792612549910781
our_vol3,Our vol3 STNPP-GAT-ZINB,6,2020-03-25,0.1,90,5603,51162,72,0.9003109245173644,0.5555555555555556,0.9012948119439795,0.015808888108203058,0.09870518805602044,0.4444444444444444,0.030742954739538857,0.7284251837497675,0.08111890564943401
our_vol3,Our vol3 STNPP-GAT-ZINB,7,2020-04-08,0.01,17,553,56229,128,0.9880373109420837,0.11724137931034483,0.9902609982036561,0.02982456140350877,0.009739001796343912,0.8827586206896552,0.04755244755244755,0.5537511887570005,0.05442470100449313
our_vol3,Our vol3 STNPP-GAT-ZINB,7,2020-04-08,0.05,53,2794,53988,92,0.9493034939483901,0.36551724137931035,0.950794265788454,0.018616087109237796,0.049205734211545914,0.6344827586206897,0.03542780748663102,0.6581557535838822,0.07314628272003726
our_vol3,Our vol3 STNPP-GAT-ZINB,7,2020-04-08,0.1,77,5616,51166,68,0.9001528273051452,0.5310344827586206,0.9010954175619034,0.01352538204812928,0.09890458243809658,0.4689655172413793,0.026378896882494004,0.7160649501602621,0.07260289484516504
our_vol3,Our vol3 STNPP-GAT-ZINB,8,2020-04-22,0.01,25,545,56220,137,0.9880197445851705,0.15432098765432098,0.9903990134766141,0.043859649122807015,0.009600986523385889,0.845679012345679,0.06830601092896174,0.5723600005654675,0.07743102787664718
our_vol3,Our vol3 STNPP-GAT-ZINB,8,2020-04-22,0.05,62,2785,53980,100,0.9493210603053033,0.38271604938271603,0.9509380780410465,0.021777309448542326,0.04906192195895358,0.6172839506172839,0.04120970422067132,0.6668270637118813,0.08154216816269565
our_vol3,Our vol3 STNPP-GAT-ZINB,8,2020-04-22,0.1,92,5601,51164,70,0.9003811899450173,0.5679012345679012,0.901330044922047,0.01616019673282979,0.09866995507795297,0.43209876543209874,0.03142613151152861,0.7346156397449741,0.08331727540691329
our_vol3,Our vol3 STNPP-GAT-ZINB,9,2020-05-06,0.01,23,547,56220,137,0.987984611871344,0.14375,0.9903641199992954,0.04035087719298246,0.009635880000704635,0.85625,0.06301369863013698,0.5670570599996477,0.0713133939916752
our_vol3,Our vol3 STNPP-GAT-ZINB,9,2020-05-06,0.05,62,2785,53982,98,0.9493561930191298,0.3875,0.9509398065777652,0.021777309448542326,0.04906019342223475,0.6125,0.041237113402061855,0.6692199032888826,0.08220104263801625
our_vol3,Our vol3 STNPP-GAT-ZINB,9,2020-05-06,0.1,96,5597,51170,64,0.9005568535141497,0.6,0.9014039847094263,0.01686281398208326,0.09859601529057375,0.4,0.032803690415171706,0.7507019923547131,0.0884801846258286
our_vol3,Our vol3 STNPP-GAT-ZINB,10,2020-05-20,0.01,26,544,56198,159,0.9876508510899924,0.14054054054054055,0.9904127454090444,0.0456140350877193,0.009587254590955554,0.8594594594594595,0.06887417218543047,0.5654766429747925,0.07485886242813111
our_vol3,Our vol3 STNPP-GAT-ZINB,10,2020-05-20,0.05,60,2787,53955,125,0.9488467686686458,0.32432432432432434,0.9508829438511156,0.02107481559536354,0.049117056148884425,0.6756756756756757,0.039577836411609495,0.63760363408772,0.07185980067571189
our_vol3,Our vol3 STNPP-GAT-ZINB,10,2020-05-20,0.1,100,5593,51149,85,0.9002582254466246,0.5405405405405406,0.9014310387367382,0.01756543123133673,0.09856896126326178,0.4594594594594595,0.034025178632187826,0.7209857896386394,0.08384608774091792
