model,model_label,frame_index,forecast_date,q,q_eff,selected_cells,hit_count,hit_rate,miss_rate,area_coverage,hotspot_density_per_km2,pai,gain,lift,pei_star,oracle_hit_count,iou_jaccard,dice,centroid_distance_m
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.01,0.010012823440546666,570,24.0,0.1518987341772152,0.8481012658227848,0.010012823440546666,1.8713450292397662,15.170419720186542,0.1518987341772152,15.170419720186542,0.1518987341772152,158.0,0.021505376344086023,0.042105263157894736,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.02,0.02000808052418009,1139,38.0,0.24050632911392406,0.759493670886076,0.02000808052418009,1.4827821675934054,12.020459874862471,0.24050632911392406,12.020459874862471,0.24050632911392406,158.0,0.017873100983020553,0.03511852502194908,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.03,0.030003337607813516,1708,49.0,0.310126582278481,0.689873417721519,0.030003337607813516,1.2750455373406193,10.336402780659887,0.310126582278481,10.336402780659887,0.310126582278481,158.0,0.017272185824895772,0.03395784543325527,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.04,0.04001616104836018,2278,55.0,0.34810126582278483,0.6518987341772151,0.04001616104836018,1.0730660423373328,8.699017014703106,0.34810126582278483,8.699017014703106,0.34810126582278483,158.0,0.016737335416201742,0.03292361720807726,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.05,0.050011418131993605,2847,67.0,0.4240506329113924,0.5759493670886076,0.050011418131993605,1.0459352925106349,8.479076353967978,0.4240506329113924,8.479076353967978,0.4240506329113924,158.0,0.018058287144645094,0.035475939585528624,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.06,0.06000667521562703,3416,72.0,0.45569620253164556,0.5443037974683544,0.06000667521562703,0.936768149882904,7.5940918388521625,0.45569620253164556,7.5940918388521625,0.45569620253164556,158.0,0.02031063321385902,0.03981264637002342,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.07,0.07000193229926045,3985,76.0,0.4810126582278481,0.5189873417721519,0.07000193229926045,0.8476230308099819,6.871419722694282,0.4810126582278481,6.871419722694282,0.4810126582278481,158.0,0.023106546854942234,0.0451693851944793,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.08,0.08001475573980713,4555,83.0,0.5253164556962026,0.47468354430379744,0.08001475573980713,0.809854860348823,6.565244758159763,0.5253164556962026,6.565244758159763,0.5253164556962026,158.0,0.026825969341749325,0.052250274423710205,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.09,0.09001001282344055,5124,90.0,0.569620253164557,0.430379746835443,0.09001001282344055,0.78064012490242,6.328409865710135,0.569620253164557,6.328409865710135,0.569620253164557,158.0,0.036302962888057434,0.07006245120999219,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,0,2020-01-01,0.1,0.10000526990707397,5693,94.0,0.5949367088607594,0.40506329113924056,0.10000526990707397,0.7338446825536233,5.9490535790122,0.5949367088607594,5.9490535790122,0.5949367088607594,158.0,0.04506654428636989,0.08624626734586334,1204.3301966206816
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.01,0.010012823440546666,570,35.0,0.2023121387283237,0.7976878612716762,0.010012823440546666,2.7290448343079925,20.205303721732076,0.2023121387283237,20.205303721732076,0.2023121387283237,173.0,0.02702702702702703,0.05263157894736842,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.02,0.02000808052418009,1139,50.0,0.28901734104046245,0.7109826589595376,0.02000808052418009,1.9510291678860598,14.445030880957336,0.28901734104046245,14.445030880957336,0.28901734104046245,173.0,0.021982951996410947,0.04302019315188762,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.03,0.030003337607813516,1708,61.0,0.35260115606936415,0.6473988439306358,0.030003337607813516,1.5873015873015872,11.75206440957886,0.35260115606936415,11.75206440957886,0.35260115606936415,173.0,0.021836673646425366,0.04274004683840749,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.04,0.04001616104836018,2278,71.0,0.41040462427745666,0.5895953757225434,0.04001616104836018,1.3852307091991025,10.25597192547971,0.41040462427745666,10.25597192547971,0.41040462427745666,173.0,0.0210667861945316,0.041264266900790166,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.05,0.050011418131993605,2847,77.0,0.44508670520231214,0.5549132947976878,0.050011418131993605,1.202045037661476,8.899701744661757,0.44508670520231214,8.899701744661757,0.44508670520231214,173.0,0.021528525296017224,0.04214963119072708,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.06,0.06000667521562703,3416,81.0,0.4682080924855491,0.5317919075144508,0.06000667521562703,1.053864168618267,7.802600140785964,0.4682080924855491,7.802600140785964,0.4682080924855491,173.0,0.024287856071964018,0.04742388758782201,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.07,0.07000193229926045,3985,90.0,0.5202312138728323,0.47976878612716767,0.07000193229926045,1.0037641154328734,7.431669338052378,0.5202312138728323,7.431669338052378,0.5202312138728323,173.0,0.027591542031975246,0.053701380175658724,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.08,0.08001475573980713,4555,95.0,0.5491329479768786,0.4508670520231214,0.08001475573980713,0.9269423100378095,6.8628960108627375,0.5491329479768786,6.8628960108627375,0.5491329479768786,173.0,0.0311262026032824,0.06037321624588365,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.09,0.09001001282344055,5124,104.0,0.6011560693641619,0.3988439306358381,0.09001001282344055,0.9020730332205742,6.678768844787986,0.6011560693641619,6.678768844787986,0.6011560693641619,173.0,0.04061738424045491,0.078064012490242,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,1,2020-01-15,0.1,0.10000526990707397,5693,105.0,0.6069364161849711,0.3930635838150289,0.10000526990707397,0.8197201241290474,6.069044328853303,0.6069364161849711,6.069044328853303,0.6069364161849711,173.0,0.04814507962809537,0.0918672053398911,629.4327335937334
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.01,0.010012823440546666,570,28.0,0.1564245810055866,0.8435754189944134,0.010012823440546666,2.183235867446394,15.622424777026364,0.1564245810055866,15.622424777026364,0.1564245810055866,179.0,0.025179856115107913,0.04912280701754386,1393.194094982391
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.02,0.02000808052418009,1139,40.0,0.22346368715083798,0.776536312849162,0.02000808052418009,1.5608233343088478,11.168671921365895,0.22346368715083798,11.168671921365895,0.22346368715083798,179.0,0.01923937360178971,0.03775241439859526,1393.194094982391
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.03,0.030003337607813516,1708,52.0,0.2905027932960894,0.7094972067039106,0.030003337607813516,1.3531095498308614,9.682349247052976,0.2905027932960894,9.682349247052976,0.2905027932960894,179.0,0.021225710014947684,0.04156908665105386,1393.194094982391
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.04,0.04001616104836018,2278,68.0,0.37988826815642457,0.6201117318435754,0.04001616104836018,1.3266998341625207,9.493371133161011,0.37988826815642457,9.493371133161011,0.37988826815642457,179.0,0.021295673615781215,0.04170324846356453,1393.194094982391
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.05,0.050011418131993605,2847,77.0,0.4301675977653631,0.5698324022346368,0.050011418131993605,1.202045037661476,8.601387719701028,0.4301675977653631,8.601387719701028,0.4301675977653631,179.0,0.022813005209268905,0.04460835967685283,1393.194094982391
our_vol3,Our vol3 STNPP-GAT-ZINB,2,2020-01-29,0.06,0.06000667521562703,3416,83.0,0.46368715083798884,0.5363128491620112,0.06000667521562703,1.0798855061150143,7.7272594952442,0.46368715083798884,7.7272594952442,0.46368715083798884,179.0,0.025210084033613446,0.04918032786885246,1393.194094982391
