model,model_label,q,allocation_gini,selected_cell_frame_share
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,0.9827614108090947,0.010012823440546666
our_vol3,Our vol3 STNPP-GAT-ZINB,0.05,0.9230558672490623,0.050011418131993605
our_vol3,Our vol3 STNPP-GAT-ZINB,0.1,0.8582896692534372,0.10000526990707397
