model,model_label,q,category,metric,mean,std,n,k,note
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,hit_count,27.790697674418606,7.725439326711308,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,hit_rate,0.15519746163236495,0.032591556290883485,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,miss_rate,0.8448025383676351,0.032591556290883485,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,area_coverage,0.010012823440546664,1.741486556112766e-18,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,hotspot_density_per_km2,2.1669159980053503,0.602373436780609,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,pai,15.49986999709761,3.2549816227563575,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,pei_star,0.15519746163236495,0.032591556290883485,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,iou_jaccard,0.023679505094005637,0.006509243603942752,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,dice,0.04618523051815585,0.012407635806201212,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.01,hotspot_ranking,centroid_distance_m,1223.067214059131,671.7316475753105,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.02,hotspot_ranking,hit_count,42.65891472868217,10.596650505607162,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.02,hotspot_ranking,hit_rate,0.2382549634445527,0.04029372652512319,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.02,hotspot_ranking,miss_rate,0.7617450365554472,0.04029372652512319,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.02,hotspot_ranking,area_coverage,0.02000808052418009,0.0,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.02,hotspot_ranking,hotspot_density_per_km2,1.664575738120463,0.4134874843666827,129,,
our_vol3,Our vol3 STNPP-GAT-ZINB,0.02,hotspot_ranking,pai,11.907937053562819,2.0138726689163198,129,,
