forecast_date,rank,cell_id,risk,background,trigger
2012-05-16,1,c0002_0034,0.05146828912123322,0.010345928687872607,0.04112236043336061
2012-05-16,2,c0025_0043,0.03878969833294694,0.03878969833294693,6.5556575042550615e-18
2012-05-16,3,c0042_0075,0.025860712130640416,0.025860712130640416,1.5299701331801746e-53
2012-05-16,4,c0018_0044,0.023274914890179115,0.023274914890179115,6.005512250013514e-48
2012-05-16,5,c0030_0014,0.020689117649717818,0.020689117649717818,1.7855926261819283e-21
2012-05-16,6,c0011_0028,0.018103320409256517,0.018103320409256517,4.667258621669425e-109
2012-05-16,7,c0021_0029,0.018103320409256517,0.018103320409256517,3.163005268233293e-81
2012-05-16,8,c0052_0016,0.015517746144447068,0.015517523168795212,2.2297565185642003e-07
2012-05-16,9,c0014_0047,0.015517523168795403,0.015517523168795212,1.9121368878045894e-16
2012-05-16,10,c0019_0024,0.012931725975632689,0.012931725928333908,4.7298781149081025e-11
2012-05-16,11,c0053_0022,0.012931725928333908,0.012931725928333908,1.6203077889992882e-71
2012-05-16,12,c0013_0050,0.012931725928333908,0.012931725928333908,4.323835675273524e-102
2012-05-16,13,c0035_0095,0.012931725928333908,0.012931725928333908,4.212479350696124e-50
2012-05-16,14,c0035_0020,0.012931725928333908,0.012931725928333908,2.216013283483129e-140
2012-05-16,15,c0038_0023,0.01158510679825714,0.007760131447411304,0.003824975350845836
2012-05-16,16,c0039_0088,0.01106837321310243,0.010345928687872607,0.0007224445252298219
2012-05-16,17,c0003_0034,0.010345928913522472,0.010345928687872607,2.2564986469454462e-10
2012-05-16,18,c0015_0028,0.010345928687872671,0.010345928687872607,6.484469379122489e-17
2012-05-16,19,c0044_0024,0.010345928687872607,0.010345928687872607,9.1719501939629e-106
2012-05-16,20,c0025_0019,0.010345928687872607,0.010345928687872607,2.9192306943888237e-108
2012-05-17,1,c0025_0043,0.03878969833294693,0.03878969833294693,8.87211765140584e-19
2012-05-17,2,c0007_0043,0.03270210384999821,0.007760131447411304,0.024941972402586905
2012-05-17,3,c0042_0075,0.025860712130640416,0.025860712130640416,2.0705894131749696e-54
2012-05-17,4,c0018_0044,0.023274914890179115,0.023274914890179115,8.12757701336526e-49
2012-05-17,5,c0035_0015,0.02288820242328663,0.007760131447411304,0.015128070975875329
2012-05-17,6,c0030_0014,0.020689117649717818,0.020689117649717818,2.416536838095383e-22
